business_id,date,code,description,critical
FA0013904,20150310,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0016390,20151020,K032,"Standard not met: Food properly labeled & honestly presented",false

FA0010218,20151014,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0003537,20150918,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0005401,20150109,K001,"Standard not met: Demonstration of knowledge; food safety certification",false

FA0014847,20150217,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0009977,20151019,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0004995,20150512,K001,"Standard not met: Demonstration of knowledge; food safety certification",false

FA0018744,20140711,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0006894,20140724,K001,"Standard not met: Demonstration of knowledge; food safety certification",false

FA0006894,20140724,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0009728,20140806,K001,"Standard not met: Demonstration of knowledge; food safety certification",false

FA0015788,20140815,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0003025,20140815,K001,"Standard not met: Demonstration of knowledge; food safety certification",false

FA0004883,20150618,K032,"Standard not met: Food properly labeled & honestly presented",false

FA0008007,20150621,K010,"Standard not met: Proper cooking time & temperatures",true

FA0010024,20160418,K001,"Standard not met: Demonstration of knowledge; food safety certification",false

FA0016248,20151112,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0002450,20150212,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0003605,20150206,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0000132,20150120,K001,"Standard not met: Demonstration of knowledge; food safety certification",false

FA0003572,20140603,K032,"Standard not met: Food properly labeled & honestly presented",false

FA0001431,20140603,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0008307,20140605,K001,"Standard not met: Demonstration of knowledge; food safety certification",false

FA0007804,20140620,K032,"Standard not met: Food properly labeled & honestly presented",false

FA0007804,20140620,K026,"Standard not met: Approved thawing methods used, frozen food",false

FA0009935,20140623,K001,"Standard not met: Demonstration of knowledge; food safety certification",false

FA0009542,20140624,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0011524,20140716,K001,"Standard not met: Demonstration of knowledge; food safety certification",false

FA0008209,20140717,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0008209,20140717,K001,"Standard not met: Demonstration of knowledge; food safety certification",false

FA0004609,20140808,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0007909,20140821,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0010164,20150213,K001,"Standard not met: Demonstration of knowledge; food safety certification",false

FA0009745,20150217,K001,"Standard not met: Demonstration of knowledge; food safety certification",false

FA0007447,20160422,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0014930,20150518,K001,"Standard not met: Demonstration of knowledge; food safety certification",false

FA0007630,20150112,K032,"Standard not met: Food properly labeled & honestly presented",false

FA0016209,20150220,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0012663,20151103,K001,"Standard not met: Demonstration of knowledge; food safety certification",false

FA0021371,20140527,K001,"Standard not met: Demonstration of knowledge; food safety certification",false

FA0015495,20140527,K026,"Standard not met: Approved thawing methods used, frozen food",false

FA0000551,20140625,K032,"Standard not met: Food properly labeled & honestly presented",false

FA0022039,20140624,K001,"Standard not met: Demonstration of knowledge; food safety certification",false

FA0009408,20140626,K001,"Standard not met: Demonstration of knowledge; food safety certification",false

FA0006914,20140710,K001,"Standard not met: Demonstration of knowledge; food safety certification",false

FA0005036,20140722,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0017008,20140721,K001,"Standard not met: Demonstration of knowledge; food safety certification",false

FA0011764,20140811,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0003506,20140808,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0009718,20140811,K001,"Standard not met: Demonstration of knowledge; food safety certification",false

FA0019398,20140812,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0006742,20140825,K001,"Standard not met: Demonstration of knowledge; food safety certification",false

FA0003048,20150212,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0015110,20151105,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0005384,20151104,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0009780,20140523,K001,"Standard not met: Demonstration of knowledge; food safety certification",false

FA0005384,20140605,K026,"Standard not met: Approved thawing methods used, frozen food",false

FA0006742,20140605,K001,"Standard not met: Demonstration of knowledge; food safety certification",false

FA0006742,20140605,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0011082,20140606,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0007359,20140619,K001,"Standard not met: Demonstration of knowledge; food safety certification",false

FA0009410,20140627,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0014356,20140630,K001,"Standard not met: Demonstration of knowledge; food safety certification",false

FA0009914,20140630,K001,"Standard not met: Demonstration of knowledge; food safety certification",false

FA0004836,20140729,K001,"Standard not met: Demonstration of knowledge; food safety certification",false

FA0004836,20140729,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0003177,20140814,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0009536,20150217,K048,"Standard not met: Food Handler Certification",false

FA0024567,20150406,K033,"Standard not met: Nonfood-contact surfaces clean",false

FA0004590,20150825,K033,"Standard not met: Nonfood-contact surfaces clean",false

FA0005627,20150126,K048,"Standard not met: Food Handler Certification",false

FA0007380,20150914,K048,"Standard not met: Food Handler Certification",false

FA0010017,20150803,K048,"Standard not met: Food Handler Certification",false

FA0027678,20150917,K033,"Standard not met: Nonfood-contact surfaces clean",false

FA0010856,20150724,K033,"Standard not met: Nonfood-contact surfaces clean",false

FA0000171,20150223,K033,"Standard not met: Nonfood-contact surfaces clean",false

FA0013624,20150430,K048,"Standard not met: Food Handler Certification",false

FA0020773,20150430,K033,"Standard not met: Nonfood-contact surfaces clean",false

FA0026522,20140528,K048,"Standard not met: Food Handler Certification",false

FA0026522,20140528,K011,"Standard not met: Proper reheating procedures for hot holding",true

FA0004123,20140528,K011,"Standard not met: Proper reheating procedures for hot holding",true

FA0004123,20140528,K048,"Standard not met: Food Handler Certification",false

FA0018569,20150114,K048,"Standard not met: Food Handler Certification",false

FA0007606,20150408,K015,"Standard not met: Food obtained from approved source",true

FA0026596,20150414,K048,"Standard not met: Food Handler Certification",false

FA0012420,20150225,K033,"Standard not met: Nonfood-contact surfaces clean",false

FA0011792,20150326,K033,"Standard not met: Nonfood-contact surfaces clean",false

FA0001648,20150903,K048,"Standard not met: Food Handler Certification",false

FA0015710,20150812,K048,"Standard not met: Food Handler Certification",false

FA0001646,20140602,K033,"Standard not met: Nonfood-contact surfaces clean",false

FA0006003,20140603,K048,"Standard not met: Food Handler Certification",false

FA0022027,20140709,K033,"Standard not met: Nonfood-contact surfaces clean",false

FA0005664,20140709,K033,"Standard not met: Nonfood-contact surfaces clean",false

FA0012863,20140710,K048,"Standard not met: Food Handler Certification",false

FA0008307,20150415,K048,"Standard not met: Food Handler Certification",false

FA0009950,20150129,K033,"Standard not met: Nonfood-contact surfaces clean",false

FA0010881,20151124,K033,"Standard not met: Nonfood-contact surfaces clean",false

FA0011528,20150527,K033,"Standard not met: Nonfood-contact surfaces clean",false

FA0015440,20150317,K048,"Standard not met: Food Handler Certification",false

FA0004034,20150915,K048,"Standard not met: Food Handler Certification",false

FA0027431,20150611,K048,"Standard not met: Food Handler Certification",false

FA0027974,20140527,K033,"Standard not met: Nonfood-contact surfaces clean",false

FA0027497,20140527,K048,"Standard not met: Food Handler Certification",false

FA0010446,20140527,K048,"Standard not met: Food Handler Certification",false

FA0014255,20140624,K033,"Standard not met: Nonfood-contact surfaces clean",false

FA0025237,20140626,K011,"Standard not met: Proper reheating procedures for hot holding",true

FA0014909,20140811,K048,"Standard not met: Food Handler Certification",false

FA0009718,20140811,K033,"Standard not met: Nonfood-contact surfaces clean",false

FA0011973,20140812,K048,"Standard not met: Food Handler Certification",false

FA0027509,20140825,K033,"Standard not met: Nonfood-contact surfaces clean",false

FA0009335,20150120,K048,"Standard not met: Food Handler Certification",false

FA0014324,20151005,K048,"Standard not met: Food Handler Certification",false

FA0010187,20151021,K033,"Standard not met: Nonfood-contact surfaces clean",false

FA0024796,20160402,K048,"Standard not met: Food Handler Certification",false

FA0009891,20151001,K033,"Standard not met: Nonfood-contact surfaces clean",false

FA0002891,20150530,K025,"Standard not met: Personal cleanliness and hair restraints",false

FA0014752,20140611,K048,"Standard not met: Food Handler Certification",false

FA0008950,20150507,K009,"Standard not met: Proper cooling methods",true

FA0016636,20150814,K007,"Standard not met: Proper hot and cold holding temperatures",true

FA0007947,20150910,K007,"Standard not met: Proper hot and cold holding temperatures",false

FA0028399,20150814,K007,"Standard not met: Proper hot and cold holding temperatures",false

FA0004671,20150827,K007,"Standard not met: Proper hot and cold holding temperatures",true

FA0011879,20150107,K007,"Standard not met: Proper hot and cold holding temperatures",false

FA0003526,20150825,K009,"Standard not met: Proper cooling methods",false

FA0024157,20151119,K007,"Standard not met: Proper hot and cold holding temperatures",false

FA0010271,20150212,K009,"Standard not met: Proper cooling methods",true

FA0000082,20150225,K007,"Standard not met: Proper hot and cold holding temperatures",false

FA0004692,20140528,K007,"Standard not met: Proper hot and cold holding temperatures",true

FA0009155,20150930,K007,"Standard not met: Proper hot and cold holding temperatures",false

FA0010360,20150915,K007,"Standard not met: Proper hot and cold holding temperatures",false

FA0009644,20150212,K007,"Standard not met: Proper hot and cold holding temperatures",false

FA0010021,20150414,K009,"Standard not met: Proper cooling methods",false

FA0006128,20150506,K009,"Standard not met: Proper cooling methods",false

FA0009965,20150421,K009,"Standard not met: Proper cooling methods",true

FA0009025,20150617,K009,"Standard not met: Proper cooling methods",false

FA0009168,20140708,K007,"Standard not met: Proper hot and cold holding temperatures",false

FA0009168,20140708,K009,"Standard not met: Proper cooling methods",true

FA0007445,20140709,K009,"Standard not met: Proper cooling methods",false

FA0007445,20140709,K007,"Standard not met: Proper hot and cold holding temperatures",false

FA0011368,20140703,K009,"Standard not met: Proper cooling methods",true

FA0003662,20140801,K007,"Standard not met: Proper hot and cold holding temperatures",true

FA0012039,20140804,K009,"Standard not met: Proper cooling methods",true

FA0010181,20150501,K007,"Standard not met: Proper hot and cold holding temperatures",false

FA0025030,20151117,K007,"Standard not met: Proper hot and cold holding temperatures",false

FA0003455,20150617,K007,"Standard not met: Proper hot and cold holding temperatures",false

FA0006601,20151112,K007,"Standard not met: Proper hot and cold holding temperatures",true

FA0028582,20150821,K007,"Standard not met: Proper hot and cold holding temperatures",true

FA0022884,20160420,K009,"Standard not met: Proper cooling methods",true

FA0009546,20150715,K007,"Standard not met: Proper hot and cold holding temperatures",false

FA0016084,20140527,K007,"Standard not met: Proper hot and cold holding temperatures",true

FA0022045,20140625,K007,"Standard not met: Proper hot and cold holding temperatures",true

FA0006621,20140626,K007,"Standard not met: Proper hot and cold holding temperatures",true

FA0001796,20140722,K007,"Standard not met: Proper hot and cold holding temperatures",false

FA0007448,20140812,K007,"Standard not met: Proper hot and cold holding temperatures",true

FA0011133,20140812,K009,"Standard not met: Proper cooling methods",false

FA0011133,20140812,K007,"Standard not met: Proper hot and cold holding temperatures",true

FA0000797,20140812,K007,"Standard not met: Proper hot and cold holding temperatures",false

FA0003605,20140822,K007,"Standard not met: Proper hot and cold holding temperatures",true

FA0004113,20140826,K007,"Standard not met: Proper hot and cold holding temperatures",true

FA0001626,20150319,K007,"Standard not met: Proper hot and cold holding temperatures",true

FA0000760,20150807,K007,"Standard not met: Proper hot and cold holding temperatures",false

FA0002031,20150901,K009,"Standard not met: Proper cooling methods",false

FA0009160,20160304,K009,"Standard not met: Proper cooling methods",true

FA0003163,20150310,K007,"Standard not met: Proper hot and cold holding temperatures",true

FA0007440,20140829,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0007440,20140829,K032,"Standard not met: Food properly labeled & honestly presented",false

FA0011505,20140829,K001,"Standard not met: Demonstration of knowledge; food safety certification",false

FA0011302,20150327,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0005655,20150403,K001,"Standard not met: Demonstration of knowledge; food safety certification",false

FA0016857,20151029,K001,"Standard not met: Demonstration of knowledge; food safety certification",false

FA0009341,20150116,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0017053,20150925,K001,"Standard not met: Demonstration of knowledge; food safety certification",false

FA0000012,20150317,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0007701,20150331,K032,"Standard not met: Food properly labeled & honestly presented",false

FA0018757,20150518,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0004692,20150507,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0011061,20150219,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0026082,20150128,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0006723,20150924,K001,"Standard not met: Demonstration of knowledge; food safety certification",false

FA0010150,20140708,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0010150,20140708,K032,"Standard not met: Food properly labeled & honestly presented",false

FA0001564,20140804,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0006003,20150403,K001,"Standard not met: Demonstration of knowledge; food safety certification",false

FA0029387,20151113,K001,"Standard not met: Demonstration of knowledge; food safety certification",false

FA0000081,20150629,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0021061,20150918,K010,"Standard not met: Proper cooking time & temperatures",true

FA0008934,20150415,K032,"Standard not met: Food properly labeled & honestly presented",false

FA0007816,20150917,K032,"Standard not met: Food properly labeled & honestly presented",false

FA0021026,20150826,K001,"Standard not met: Demonstration of knowledge; food safety certification",false

FA0004102,20150421,K001,"Standard not met: Demonstration of knowledge; food safety certification",false

FA0010186,20160412,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0010697,20150318,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0007771,20151008,K001,"Standard not met: Demonstration of knowledge; food safety certification",false

FA0012509,20150728,K001,"Standard not met: Demonstration of knowledge; food safety certification",false

FA0007640,20140527,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0026522,20140528,K026,"Standard not met: Approved thawing methods used, frozen food",false

FA0026522,20140528,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0004123,20140528,K001,"Standard not met: Demonstration of knowledge; food safety certification",false

FA0013883,20140529,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0009370,20150212,K032,"Standard not met: Food properly labeled & honestly presented",false

FA0015406,20150623,K026,"Standard not met: Approved thawing methods used, frozen food",false

FA0026596,20150414,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0014564,20150622,K032,"Standard not met: Food properly labeled & honestly presented",false

FA0028939,20151112,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0009940,20150805,K045,"Standard not met: Floors, walls and ceilings: built, maintained, and clean",false

FA0010080,20150624,K034,"Standard not met: Warewashing facilities: installed, maintained, used; test strips",false

FA0010660,20150127,K039,"Standard not met: Thermometers provided and accurate",false

FA0011826,20150311,K040,"Standard not met: Wiping cloths: properly used and stored",false

FA0001326,20150417,K040,"Standard not met: Wiping cloths: properly used and stored",false

FA0026752,20150512,K045,"Standard not met: Floors, walls and ceilings: built, maintained, and clean",false

FA0009425,20160509,K040,"Standard not met: Wiping cloths: properly used and stored",false

FA0007933,20151008,K034,"Standard not met: Warewashing facilities: installed, maintained, used; test strips",false

FA0006724,20150130,K039,"Standard not met: Thermometers provided and accurate",false

FA0014103,20150409,K040,"Standard not met: Wiping cloths: properly used and stored",false

FA0002015,20150416,K045,"Standard not met: Floors, walls and ceilings: built, maintained, and clean",false

FA0006594,20150904,K047,"Standard not met: Signs posted; last inspection report available",false

FA0008063,20151109,K040,"Standard not met: Wiping cloths: properly used and stored",false

FA0004430,20150318,K047,"Standard not met: Signs posted; last inspection report available",false

FA0007597,20150709,K039,"Standard not met: Thermometers provided and accurate",false

FA0003491,20150504,K039,"Standard not met: Thermometers provided and accurate",false

FA0005204,20150618,K040,"Standard not met: Wiping cloths: properly used and stored",false

FA0005418,20150116,K039,"Standard not met: Thermometers provided and accurate",false

FA0004923,20150819,K045,"Standard not met: Floors, walls and ceilings: built, maintained, and clean",false

FA0003526,20150203,K034,"Standard not met: Warewashing facilities: installed, maintained, used; test strips",false

FA0006145,20150318,K034,"Standard not met: Warewashing facilities: installed, maintained, used; test strips",false

FA0014115,20151125,K039,"Standard not met: Thermometers provided and accurate",false

FA0003586,20151104,K040,"Standard not met: Wiping cloths: properly used and stored",false

FA0019486,20151021,K047,"Standard not met: Signs posted; last inspection report available",false

FA0016390,20151020,K039,"Standard not met: Thermometers provided and accurate",false

FA0004096,20150306,K039,"Standard not met: Thermometers provided and accurate",false

FA0009579,20151102,K047,"Standard not met: Signs posted; last inspection report available",false

FA0014390,20150305,K030,"Standard not met: Food storage; food storage containers identified",false

FA0016766,20151110,K047,"Standard not met: Signs posted; last inspection report available",false

FA0015611,20151020,K040,"Standard not met: Wiping cloths: properly used and stored",false

FA0012667,20150501,K047,"Standard not met: Signs posted; last inspection report available",false

FA0009423,20150210,K045,"Standard not met: Floors, walls and ceilings: built, maintained, and clean",false

FA0005236,20150317,K047,"Standard not met: Signs posted; last inspection report available",false

FA0006594,20150904,K040,"Standard not met: Wiping cloths: properly used and stored",false

FA0004449,20151021,K024,"Standard not met: Person in charge present and performs duties",false

FA0005279,20150109,K045,"Standard not met: Floors, walls and ceilings: built, maintained, and clean",false

FA0005216,20150217,K045,"Standard not met: Floors, walls and ceilings: built, maintained, and clean",false

FA0014365,20151007,K045,"Standard not met: Floors, walls and ceilings: built, maintained, and clean",false

FA0010178,20150224,K034,"Standard not met: Warewashing facilities: installed, maintained, used; test strips",false

FA0003048,20150212,K045,"Standard not met: Floors, walls and ceilings: built, maintained, and clean",false

FA0009904,20140609,K039,"Standard not met: Thermometers provided and accurate",false

FA0027773,20140611,K048,"Standard not met: Food Handler Certification",false

FA0017048,20140611,K048,"Standard not met: Food Handler Certification",false

FA0012967,20140612,K048,"Standard not met: Food Handler Certification",false

FA0006937,20140708,K048,"Standard not met: Food Handler Certification",false

FA0026418,20140708,K048,"Standard not met: Food Handler Certification",false

FA0015374,20140709,K048,"Standard not met: Food Handler Certification",false

FA0001661,20140801,K033,"Standard not met: Nonfood-contact surfaces clean",false

FA0006536,20140815,K048,"Standard not met: Food Handler Certification",false

FA0016031,20140819,K033,"Standard not met: Nonfood-contact surfaces clean",false

FA0005260,20140902,K033,"Standard not met: Nonfood-contact surfaces clean",false

FA0014847,20140903,K048,"Standard not met: Food Handler Certification",false

FA0015404,20140903,K048,"Standard not met: Food Handler Certification",false

FA0007881,20150108,K033,"Standard not met: Nonfood-contact surfaces clean",false

FA0007837,20150309,K048,"Standard not met: Food Handler Certification",false

FA0009344,20150205,K048,"Standard not met: Food Handler Certification",false

FA0012948,20150602,K048,"Standard not met: Food Handler Certification",false

FA0007560,20150408,K048,"Standard not met: Food Handler Certification",false

FA0023833,20150306,K031,"Standard not met: Consumer self service",false

FA0011012,20140609,K048,"Standard not met: Food Handler Certification",false

FA0018657,20140703,K033,"Standard not met: Nonfood-contact surfaces clean",false

FA0005327,20140703,K048,"Standard not met: Food Handler Certification",false

FA0015586,20140731,K048,"Standard not met: Food Handler Certification",false

FA0015586,20140731,K048,"Standard not met: Food Handler Certification",false

FA0015852,20140821,K048,"Standard not met: Food Handler Certification",false

FA0001264,20140821,K048,"Standard not met: Food Handler Certification",false

FA0001264,20140821,K033,"Standard not met: Nonfood-contact surfaces clean",false

FA0004927,20140821,K048,"Standard not met: Food Handler Certification",false

FA0011277,20140822,K048,"Standard not met: Food Handler Certification",false

FA0009894,20151007,K048,"Standard not met: Food Handler Certification",false

FA0010915,20151022,K018,"Standard not met: Compliance with variance, specialized process, & HACCP Plan",false

FA0010169,20151120,K033,"Standard not met: Nonfood-contact surfaces clean",false

FA0018764,20140605,K048,"Standard not met: Food Handler Certification",false

FA0015767,20140605,K048,"Standard not met: Food Handler Certification",false

FA0007584,20140729,K015,"Standard not met: Food obtained from approved source",true

FA0007836,20140814,K048,"Standard not met: Food Handler Certification",false

FA0002953,20140827,K048,"Standard not met: Food Handler Certification",false

FA0018634,20140909,K015,"Standard not met: Food obtained from approved source",true

FA0014315,20140908,K048,"Standard not met: Food Handler Certification",false

FA0009177,20150825,K011,"Standard not met: Proper reheating procedures for hot holding",true

FA0011773,20150728,K018,"Standard not met: Compliance with variance, specialized process, & HACCP Plan",false

FA0026487,20150604,K033,"Standard not met: Nonfood-contact surfaces clean",false

FA0028489,20150508,K025,"Standard not met: Personal cleanliness and hair restraints",false

FA0005351,20150203,K048,"Standard not met: Food Handler Certification",false

FA0010676,20150312,K048,"Standard not met: Food Handler Certification",false

FA0006601,20150122,K048,"Standard not met: Food Handler Certification",false

FA0012379,20150403,K048,"Standard not met: Food Handler Certification",false

FA0008393,20150309,K048,"Standard not met: Food Handler Certification",false

FA0012385,20150511,K033,"Standard not met: Nonfood-contact surfaces clean",false

FA0013364,20140603,K048,"Standard not met: Food Handler Certification",false

FA0005377,20140604,K048,"Standard not met: Food Handler Certification",false

FA0027991,20140609,K007,"Standard not met: Proper hot and cold holding temperatures",false
