CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
40745126,PINOCCHIO RISTORANTE,MANHATTAN,1748,1 AVENUE,10128,2128285810,Italian,03/31/2015,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,19,,,05/21/2016,Cycle Inspection / Initial Inspection
50000491,EMPIRE HOTEL BAR,MANHATTAN,44,W 63RD ST,10023,6463547814,American,06/13/2013,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,37,,,05/21/2016,Pre-permit (Operational) / Initial Inspection
41077631,ROTI ROLL / SUITE,MANHATTAN,992,AMSTERDAM AVENUE,10025,2126661500,Indian,01/26/2016,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13,A,01/26/2016,05/21/2016,Cycle Inspection / Re-inspection
41466358,WOLFGANG'S STEAKHOUSE,MANHATTAN,200,EAST   54 STREET,10022,2125889653,Steak,06/30/2014,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,13,A,06/30/2014,05/21/2016,Cycle Inspection / Re-inspection
40714371,LE PETIT CAFE,BROOKLYN,502,COURT STREET,11231,7185967060,American,04/17/2013,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,40,,,05/21/2016,Cycle Inspection / Initial Inspection
41539257,FOO KEE SEAFOOD RESTAURANT,QUEENS,13614,38 AVENUE,11354,7183580666,Chinese,09/29/2015,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,25,,,05/21/2016,Cycle Inspection / Compliance Inspection
40607019,NUSBAUM & WU,MANHATTAN,2897,BROADWAY,10025,2122805344,Delicatessen,06/26/2015,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,7,A,06/26/2015,05/21/2016,Cycle Inspection / Re-inspection
40538061,COSMOS RESTAURANT,BRONX,726,EAST TREMONT AVENUE,10457,7182991925,Spanish,05/14/2013,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,9,A,05/14/2013,05/21/2016,Cycle Inspection / Initial Inspection
41543343,APPLEBEE'S,QUEENS,16119,JAMAICA AVENUE,11432,3475710924,American,02/10/2014,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,26,,,05/21/2016,Cycle Inspection / Initial Inspection
41026458,RICARDO STEAK HOUSE,MANHATTAN,2145,2 AVENUE,10029,2122895895,Steak,08/28/2014,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,17,,,05/21/2016,Cycle Inspection / Initial Inspection
41653049,68 MEI MEI BAKERY,BROOKLYN,7814,NEW UTRECHT AVENUE,11214,7183318089,Chinese,05/13/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,31,,,05/21/2016,Cycle Inspection / Initial Inspection
41346158,CASA NINO,STATEN ISLAND,1757,ARTHUR KILL ROAD,10312,7189480440,Pizza,03/18/2013,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,8,A,03/18/2013,05/21/2016,Cycle Inspection / Re-inspection
41698701,CURRY KING,MANHATTAN,942,COLUMBUS AVENUE,10025,6466697826,Pakistani,11/17/2015,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,11,,,05/21/2016,Cycle Inspection / Initial Inspection
41573942,EARLY B JAMAICAN CUISINE,QUEENS,13742,GUY R BREWER BOULEVARD,11434,7182760015,Caribbean,12/30/2015,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,12,A,12/30/2015,05/21/2016,Cycle Inspection / Initial Inspection
41595616,LAS CENIZAS RESTAURANT,BROOKLYN,4820,4 AVENUE,11220,7184924950,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11/20/2014,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,9,A,11/20/2014,05/21/2016,Cycle Inspection / Re-inspection
41679882,GREEN OLIVE PIZZA,QUEENS,27111,UNION TPKE,11040,7189622365,Pizza,02/05/2015,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,16,,,05/21/2016,Cycle Inspection / Initial Inspection
41475175,CAFE VIA EXPRESSO,QUEENS,2409,STEINWAY STREET,11103,7185453290,CafÃ©/Coffee/Tea,05/15/2013,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,17,,,05/21/2016,Cycle Inspection / Initial Inspection
50033229,SAL'S PIZZERIA,QUEENS,5220,FLUSHING AVE,11378,7188218300,Pizza/Italian,03/01/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,20,,,05/21/2016,Cycle Inspection / Initial Inspection
40396215,GENNARO'S REST & PIZZERIA,STATEN ISLAND,413,NEW DORP LANE,10306,7189792382,Pizza/Italian,11/10/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,11/10/2014,05/21/2016,Cycle Inspection / Initial Inspection
40818166,STARBUCKS,BROOKLYN,167,COURT STREET,11201,7182229729,CafÃ©/Coffee/Tea,08/12/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,A,08/12/2014,05/21/2016,Cycle Inspection / Initial Inspection
41473571,FLATBUSH HALAL RESTAURANT,BROOKLYN,1210,FLATBUSH AVENUE,11226,7182845200,Caribbean,10/31/2013,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,9,A,10/31/2013,05/21/2016,Cycle Inspection / Re-inspection
41639473,SERAFINA,MANHATTAN,2178,BROADWAY,10024,2125950092,American,01/07/2015,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,11,A,01/07/2015,05/21/2016,Cycle Inspection / Re-inspection
41717025,AMPLE HILLS,BROOKLYN,300,FURMAN ST,11201,7186436961,"Ice Cream, Gelato, Yogurt, Ices",06/04/2014,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,8,A,06/04/2014,05/21/2016,Cycle Inspection / Initial Inspection
41628815,BELLO AMANECER,QUEENS,3757,94 STREET,11372,3476007665,"Juice, Smoothies, Fruit Salads",04/20/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10,A,04/20/2015,05/21/2016,Cycle Inspection / Initial Inspection
40723644,TEN DEGREES,MANHATTAN,121,ST MARKS PLACE,10009,2123588600,American,10/03/2013,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,30,,,05/21/2016,Cycle Inspection / Initial Inspection
41220906,ZEST,STATEN ISLAND,977,BAY STREET,10305,7183908477,French,04/01/2015,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,26,,,05/21/2016,Cycle Inspection / Initial Inspection
41420999,GOURMET NEW YORK MARKET PLACE,MANHATTAN,680,8 AVENUE,10036,2125755900,Delicatessen,04/08/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,18,B,04/08/2015,05/21/2016,Cycle Inspection / Re-inspection
41716350,FUKI SUSHI,BROOKLYN,8509,18 AVENUE,11214,7188378885,Japanese,06/03/2013,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,25,,,05/21/2016,Cycle Inspection / Initial Inspection
41315168,MI ESTRELLA RESTAURANT,QUEENS,8819,ROOSEVELT AVENUE,11372,7184298973,Chinese/Cuban,08/06/2015,Establishment re-opened by DOHMH,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,P,08/06/2015,05/21/2016,Cycle Inspection / Reopening Inspection
41213163,PAESANO'S,MANHATTAN,136,MULBERRY STREET,10013,2129651198,Italian,03/31/2015,Violations were cited in the following area(s).,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturers documentation not maintained on site.",Not Critical,,,,05/21/2016,Trans Fat / Initial Inspection
40580683,THE ORIGINAL PIZZA OF AVENUE L,BROOKLYN,9514,AVENUE L,11236,7185313559,Pizza,03/29/2016,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,30,,,05/21/2016,Cycle Inspection / Initial Inspection
40911611,S.R. DELI GROCERY,QUEENS,9114,43 AVENUE,11373,7184768059,Mexican,12/22/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,12/22/2014,05/21/2016,Cycle Inspection / Initial Inspection
41669938,MOLDOVA,BROOKLYN,1827,CONEY ISLAND AVENUE,11230,7189982892,Eastern European,07/02/2013,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,58,,,05/21/2016,Cycle Inspection / Re-inspection
41030732,SHUN FOO CHINESE RESTAURANT,QUEENS,13507,LEFFERTS BOULEVARD,11420,7188437074,Chinese,07/23/2014,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,20,,,05/21/2016,Cycle Inspection / Initial Inspection
41486332,IL TRIANGOLO,QUEENS,9601,CORONA AVENUE,11368,7182711250,Italian,05/22/2013,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,05/22/2013,05/21/2016,Cycle Inspection / Initial Inspection
41163361,ANGIE'S CAFE PIZZA,BRONX,2559,3 AVENUE,10451,7182923606,Pizza,12/06/2013,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,9,A,12/06/2013,05/21/2016,Cycle Inspection / Initial Inspection
40908641,MINETTA LANE THEATER,MANHATTAN,18,MINETTA LANE,10012,2124208217,American,05/14/2016,Violations were cited in the following area(s).,15I,''''No Smoking and/or 'Smoking Permitted sign not conspicuously posted. Health warning not present on 'Smoking Permitted,Not Critical,,,,05/21/2016,Smoke-Free Air Act / Initial Inspection
41096112,"DUNKIN' DONUTS, BASKIN ROBBINS",BRONX,699,MORRIS PARK AVE,10462,7187941973,Donuts,10/28/2013,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,7,A,10/28/2013,05/21/2016,Cycle Inspection / Re-inspection
50016747,SARKU JAPAN,BRONX,815,HUTCHINSON RIVER PKWY,10465,7182391460,Japanese,01/21/2015,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,2,,,05/21/2016,Pre-permit (Non-operational) / Initial Inspection
50000116,HILL AND DALE,MANHATTAN,115,ALLEN STREET,10002,2124201115,American,09/03/2013,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,12,A,09/03/2013,05/21/2016,Cycle Inspection / Re-inspection
40657772,GOOD RESTAURANT,MANHATTAN,89,GREENWICH AVENUE,10014,2126918080,American,06/11/2015,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,36,,,05/21/2016,Cycle Inspection / Initial Inspection
41641818,PANERA BREAD,MANHATTAN,330,7 AVENUE,10001,6464730204,American,05/03/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,26,,,05/21/2016,Cycle Inspection / Initial Inspection
41292268,T BAAR,BROOKLYN,4823,8 AVENUE,11220,3473503522,"Juice, Smoothies, Fruit Salads",09/29/2014,No violations were recorded at the time of this inspection.,,,Not Applicable,,,,05/21/2016,Administrative Miscellaneous / Re-inspection
41539584,COURTYARD MARRIOTT/TABLE 181 SOHO,MANHATTAN,181,VARICK STREET,10014,2124148282,CafÃ©/Coffee/Tea,05/13/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10,A,05/13/2016,05/21/2016,Cycle Inspection / Initial Inspection
41568332,THE DUCK,MANHATTAN,2171,2 AVENUE,10029,2128313464,American,09/11/2013,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,61,,,05/21/2016,Cycle Inspection / Re-inspection
41184659,LA CASA DEL MOFONGO,MANHATTAN,14471451,SAINT NICHOLAS AVENUE,10033,2127401200,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11/18/2015,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,10,A,11/18/2015,05/21/2016,Cycle Inspection / Initial Inspection
40582271,HORNADO ECUATORIANO,QUEENS,7618,ROOSEVELT AVENUE,11372,7182057357,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",09/14/2015,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,22,B,09/14/2015,05/21/2016,Cycle Inspection / Re-inspection
41050494,DOMINO'S,QUEENS,815,ONDERDONK AVENUE,11385,7183268686,Pizza,04/03/2014,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,28,C,04/03/2014,05/21/2016,Cycle Inspection / Re-inspection
41619579,CHARLIE BROWN'S STEAKHOUSE,STATEN ISLAND,1001,GOETHALS ROAD NORTH,10303,7184940197,American,02/18/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,8,A,02/18/2016,05/21/2016,Cycle Inspection / Initial Inspection
50002716,M & W BAKERY,MANHATTAN,85A,BAYARD STREET,10013,2122270868,CafÃ©/Coffee/Tea,01/24/2014,Violations were cited in the following area(s).,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturers documentation not maintained on site.",Not Critical,,,,05/21/2016,Trans Fat / Initial Inspection
40660413,BRAZIL GRILL,MANHATTAN,787,8 AVENUE,10036,2123079449,Brazilian,05/12/2014,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,27,B,05/12/2014,05/21/2016,Cycle Inspection / Re-inspection
41702358,LIONS HEAD TAVERN,MANHATTAN,995,AMSTERDAM AVENUE,10025,2128661030,Armenian,04/16/2015,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,13,A,04/16/2015,05/21/2016,Cycle Inspection / Re-inspection
41008085,MARISCO CENTRO RESTAURANT,MANHATTAN,1490,ST NICHOLAS AVENUE,10033,2127402000,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10/29/2013,Violations were cited in the following area(s).,20F,Current letter grade card not posted.,Not Critical,,,,05/21/2016,Administrative Miscellaneous / Initial Inspection
40709941,PEPOLINO,MANHATTAN,281,WEST BROADWAY,10013,2129669983,Italian,01/08/2015,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,5,A,01/08/2015,05/21/2016,Cycle Inspection / Re-inspection
41680201,EMPIRE EXPRESS,QUEENS,3308,QUEENS BOULEVARD,11101,7183910588,Chinese,07/20/2013,Violations were cited in the following area(s).,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturers documentation not maintained on site.",Not Critical,,,,05/21/2016,Trans Fat / Initial Inspection
50008025,THE ONE,QUEENS,13772,NORTHERN BLVD,11354,7188863555,American,08/14/2015,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,37,,,05/21/2016,Cycle Inspection / Initial Inspection
50004469,BARISTA,QUEENS,1111,44TH RD,11101,7184121021,Sandwiches,01/16/2015,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,7,A,01/16/2015,05/21/2016,Cycle Inspection / Re-inspection
41583757,BEECHER'S HANDMADE CHEESE,MANHATTAN,900,BROADWAY,10003,2124663340,American,03/21/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,11,A,03/21/2016,05/21/2016,Cycle Inspection / Re-inspection
50034729,PANDA EXPRESS,MANHATTAN,1277,1ST AVE,10065,6263728203,Chinese,05/02/2016,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,7,A,05/02/2016,05/21/2016,Cycle Inspection / Re-inspection
50033364,EL ORIGINAL,MANHATTAN,735,10TH AVE,10019,9173825512,Tex-Mex,02/01/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,15,B,02/01/2016,05/21/2016,Cycle Inspection / Re-inspection
50005552,MJ PIZZA,MANHATTAN,1976,1ST AVE,10029,2129962866,Pizza,01/08/2016,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,14,B,01/08/2016,05/21/2016,Cycle Inspection / Re-inspection
41406223,DAMAS FALAFEL HOUSE,BROOKLYN,407,MYRTLE AVENUE,11205,7188526677,Middle Eastern,04/11/2015,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,17,B,04/11/2015,05/21/2016,Cycle Inspection / Re-inspection
41369810,LAURENTINO'S PASTICCERIA & CAFFE,BROOKLYN,680,5 AVENUE,11215,7188321871,Bakery,06/04/2015,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,43,,,05/21/2016,Cycle Inspection / Initial Inspection
41503751,STANTON SOCIAL,MANHATTAN,99,STANTON STREET,10002,2129950099,American,07/22/2014,Violations were cited in the following area(s).,09A,Canned food product observed dented and not segregated from other consumable food items.,Not Critical,9,,,05/21/2016,Cycle Inspection / Initial Inspection
41349247,CRUNCH PIT STOP,MANHATTAN,1109,2 AVENUE,10022,2123554787,"Juice, Smoothies, Fruit Salads",06/01/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,9,A,06/01/2015,05/21/2016,Cycle Inspection / Re-inspection
50015241,MOON PALACE KITCHEN,QUEENS,6312,FLUSHING AVE,11378,9178535662,Chinese,10/09/2014,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,15,,,05/21/2016,Pre-permit (Operational) / Initial Inspection
41501035,STATION CAFE,BROOKLYN,224,FOURTH AVENUE,11215,7185222083,American,06/09/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,26,,,05/21/2016,Cycle Inspection / Initial Inspection
41394169,PIAZZA PIZZA,QUEENS,3106,42 STREET,11103,7187778118,Pizza,01/30/2013,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,13,A,01/30/2013,05/21/2016,Cycle Inspection / Re-inspection
41687715,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,BROOKLYN,1887,ROCKAWAY PARKWAY,11236,7182094242,Caribbean,11/07/2013,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,22,,,05/21/2016,Cycle Inspection / Initial Inspection
41402060,REGAL UNION SQUARE STADIUM 14,MANHATTAN,850,BROADWAY,10003,2122536266,American,01/29/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,A,01/29/2016,05/21/2016,Cycle Inspection / Initial Inspection
41338311,DIAMOND FOREST YAN'S CHINESE KITCHEN,STATEN ISLAND,356,FOREST AVENUE,10301,7187206669,Chinese,12/02/2013,Violations were cited in the following area(s).,10D,"Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",Not Critical,12,A,12/02/2013,05/21/2016,Cycle Inspection / Re-inspection
41213268,VIC'S PIZZA ON ESSEX,MANHATTAN,51,ESSEX STREET,10002,2127773545,Pizza,08/26/2013,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,9,A,08/26/2013,05/21/2016,Cycle Inspection / Initial Inspection
50002615,THE NUGGET SPOT,MANHATTAN,230,EAST 14 STREET,10003,6464227346,Chicken,09/19/2013,Violations were cited in the following area(s).,10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,3,,,05/21/2016,Pre-permit (Non-operational) / Initial Inspection
40373113,ASTRO RESTAURANT,MANHATTAN,101,WEST   55 STREET,10019,2124896284,American,10/21/2014,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,7,A,10/21/2014,05/21/2016,Cycle Inspection / Re-inspection
41221266,THAI SON,QUEENS,4010,74 STREET,11373,7184766805,Vietnamese/Cambodian/Malaysia,05/23/2013,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,36,,,05/21/2016,Cycle Inspection / Initial Inspection
41714411,DELI EL BIGOTES,BROOKLYN,3,EAST   31 STREET,11226,7182822001,Mexican,09/25/2015,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,14,,,05/21/2016,Cycle Inspection / Initial Inspection
41688805,SALUTE KOSHER RESTAURANT,QUEENS,6361,108 STREET,11375,7182756860,Russian,08/12/2013,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,22,,,05/21/2016,Cycle Inspection / Initial Inspection
40545375,POST BILLIARDS CAFE,MANHATTAN,154,POST AVENUE,10034,2125691840,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",03/18/2013,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,03/18/2013,05/21/2016,Cycle Inspection / Initial Inspection
41231506,STARBUCKS,BROOKLYN,514,86 STREET,11209,7184911340,CafÃ©/Coffee/Tea,12/23/2013,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4,A,12/23/2013,05/21/2016,Cycle Inspection / Re-inspection
41102075,MYMOON,BROOKLYN,184,N   10 ST,11211,7185997007,French,08/29/2013,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,08/29/2013,05/21/2016,Cycle Inspection / Re-inspection
41394908,DUNKIN' DONUTS,BRONX,2350,JEROME AVENUE,10468,7182205156,Donuts,10/23/2015,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,45,,,05/21/2016,Cycle Inspection / Compliance Inspection
41695529,MALA NOCHE NO,QUEENS,3909,104 STREET,11368,3473554578,Spanish,10/16/2014,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,9,A,10/16/2014,05/21/2016,Cycle Inspection / Re-inspection
41612260,TROPICAL RESTAURANT,QUEENS,8818,JAMAICA AVENUE,11421,7188468816,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10/14/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,37,,,05/21/2016,Cycle Inspection / Initial Inspection
41705164,KAMI ASIAN/YUMMY THAI,BROOKLYN,385,FLATBUSH AVENUE,11238,7183983299,Asian,05/01/2014,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,24,B,05/01/2014,05/21/2016,Cycle Inspection / Re-inspection
41394528,FRESH TO YOU CAFE (HOME DEPOT PARKING LOT),QUEENS,13135,AVERY AVENUE,11355,5168498063,American,02/14/2013,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,10,,,05/21/2016,Cycle Inspection / Initial Inspection
