Name,Program Identifier,Inspection Date,Description,Address,City,Zip Code,Phone,Longitude,Latitude,Inspection Business Name,Inspection Type,Inspection Score,Inspection Result,Inspection Closed Business,Violation Type,Violation Description,Violation Points,Business_ID,Inspection_Serial_Num,Violation_Record_ID,Location
1ST CUP CAFFE,1ST CUP CAFFE,05/11/2011,Seating 0-12 - Risk Category III,1132 23RD AVE ,SEATTLE,98122,,-122.3023506576,47.6125372439,1ST CUP CAFFE,Routine Inspection/Field Review,8,Unsatisfactory,false,red,0200 - Food Worker Cards current for all food...,5,PR0065279,DA2220046,IV3489194,
212TH CHEVRON,212TH CHEVRON,02/06/2014,Seating 0-12 - Risk Category III,8315 S 212TH ST ,Kent,98032,(206) 283-4764,-122.2288157022,47.4116301242,212TH CHEVRON,Consultation/Education - Field,0,Complete,false,,,0,PR0046920,DA0R0GBJP,,
1ST CUP CAFFE,1ST CUP CAFFE,01/20/2011,Seating 0-12 - Risk Category III,1132 23RD AVE ,SEATTLE,98122,,-122.3023506576,47.6125372439,1ST CUP CAFFE,Routine Inspection/Field Review,5,Unsatisfactory,false,red,0200 - Food Worker Cards current for all food...,5,PR0065279,DA2186863,IV2921208,
1ST CUP CAFFE,1ST CUP CAFFE,10/11/2010,Seating 0-12 - Risk Category III,1132 23RD AVE ,SEATTLE,98122,,-122.3023506576,47.6125372439,1ST CUP CAFFE,Consultation/Education - Field,0,Complete,false,,,0,PR0065279,DA2157421,,
1ST CUP CAFFE,1ST CUP CAFFE,05/19/2010,Seating 0-12 - Risk Category III,1132 23RD AVE ,SEATTLE,98122,,-122.3023506576,47.6125372439,1ST CUP CAFFE,Routine Inspection/Field Review,0,Satisfactory,false,,,0,PR0065279,DA2107625,,
1ST CUP CAFFE,1ST CUP CAFFE,02/03/2010,Seating 0-12 - Risk Category III,1132 23RD AVE ,SEATTLE,98122,,-122.3023506576,47.6125372439,1ST CUP CAFFE,Routine Inspection/Field Review,0,Satisfactory,false,,,0,PR0065279,DA2074214,,
1ST CUP CAFFE,1ST CUP CAFFE,12/07/2009,Seating 0-12 - Risk Category III,1132 23RD AVE ,SEATTLE,98122,,-122.3023506576,47.6125372439,1ST CUP CAFFE,Consultation/Education - Field,0,Complete,false,,,0,PR0065279,DA2056899,,
1ST CUP CAFFE,1ST CUP CAFFE,08/07/2009,Seating 0-12 - Risk Category III,1132 23RD AVE ,SEATTLE,98122,,-122.3023506576,47.6125372439,1ST CUP CAFFE,Routine Inspection/Field Review,0,Satisfactory,false,,,0,PR0065279,DA2015498,,
1ST CUP CAFFE,1ST CUP CAFFE,02/24/2009,Seating 0-12 - Risk Category III,1132 23RD AVE ,SEATTLE,98122,,-122.3023506576,47.6125372439,1ST CUP CAFFE,Routine Inspection/Field Review,5,Satisfactory,false,blue,"4400 - Plumbing properly sized, installed,...",5,PR0065279,DA1952832,IV0748594,
1ST CUP CAFFE,1ST CUP CAFFE,09/15/2008,Seating 0-12 - Risk Category III,1132 23RD AVE ,SEATTLE,98122,,-122.3023506576,47.6125372439,1ST CUP CAFFE,Routine Inspection/Field Review,15,Unsatisfactory,false,blue,Adequate equipment for temperature control,5,PR0065279,DA1894815,IV0637418,
1ST CUP CAFFE,1ST CUP CAFFE,09/15/2008,Seating 0-12 - Risk Category III,1132 23RD AVE ,SEATTLE,98122,,-122.3023506576,47.6125372439,1ST CUP CAFFE,Routine Inspection/Field Review,15,Unsatisfactory,false,red,Proper cold holding temperatures (greater than  45 degrees F),10,PR0065279,DA1894815,IV0637419,
1ST CUP CAFFE,1ST CUP CAFFE,06/05/2008,Seating 0-12 - Risk Category III,1132 23RD AVE ,SEATTLE,98122,,-122.3023506576,47.6125372439,1ST CUP CAFFE,Consultation/Education - Field,0,Complete,false,,,0,PR0065279,DA1851589,,
1ST CUP CAFFE,1ST CUP CAFFE,03/03/2008,Seating 0-12 - Risk Category III,1132 23RD AVE ,SEATTLE,98122,,-122.3023506576,47.6125372439,1ST CUP CAFFE,Routine Inspection/Field Review,10,Unsatisfactory,false,red,Proper cold holding temperatures (greater than  45 degrees F),10,PR0065279,DA1812063,IV0614044,
1ST CUP CAFFE,1ST CUP CAFFE,10/24/2007,Seating 0-12 - Risk Category III,1132 23RD AVE ,SEATTLE,98122,,-122.3023506576,47.6125372439,1ST CUP CAFFE,Routine Inspection/Field Review,0,Satisfactory,false,,,0,PR0065279,DA1762090,,
1ST CUP CAFFE,1ST CUP CAFFE,08/30/2007,Seating 0-12 - Risk Category III,1132 23RD AVE ,SEATTLE,98122,,-122.3023506576,47.6125372439,1ST CUP CAFFE,Consultation/Education - Field,0,Complete,false,,,0,PR0065279,DA1734752,,
1ST CUP CAFFE,1ST CUP CAFFE,03/16/2007,Seating 0-12 - Risk Category III,1132 23RD AVE ,SEATTLE,98122,,-122.3023506576,47.6125372439,1ST CUP CAFFE,Routine Inspection/Field Review,18,Unsatisfactory,false,blue,In-use utensils properly stored,3,PR0065279,DA1662327,IV0578916,
1ST CUP CAFFE,1ST CUP CAFFE,03/16/2007,Seating 0-12 - Risk Category III,1132 23RD AVE ,SEATTLE,98122,,-122.3023506576,47.6125372439,1ST CUP CAFFE,Routine Inspection/Field Review,18,Unsatisfactory,false,blue,"Proper labeling, signage",5,PR0065279,DA1662327,IV0578915,
1ST CUP CAFFE,1ST CUP CAFFE,03/16/2007,Seating 0-12 - Risk Category III,1132 23RD AVE ,SEATTLE,98122,,-122.3023506576,47.6125372439,1ST CUP CAFFE,Routine Inspection/Field Review,18,Unsatisfactory,false,red,Raw meats below and away from RTE food,5,PR0065279,DA1662327,IV0578914,
1ST CUP CAFFE,1ST CUP CAFFE,03/16/2007,Seating 0-12 - Risk Category III,1132 23RD AVE ,SEATTLE,98122,,-122.3023506576,47.6125372439,1ST CUP CAFFE,Routine Inspection/Field Review,18,Unsatisfactory,false,red,Food Worker Cards current for all food...,5,PR0065279,DA1662327,IV0578913,
1ST CUP CAFFE,1ST CUP CAFFE,10/25/2006,Seating 0-12 - Risk Category III,1132 23RD AVE ,SEATTLE,98122,,-122.3023506576,47.6125372439,1ST CUP CAFFE,Routine Inspection/Field Review,0,Satisfactory,false,,,0,PR0065279,DA1600964,,
1ST CUP CAFFE,1ST CUP CAFFE,05/04/2006,Seating 0-12 - Risk Category III,1132 23RD AVE ,SEATTLE,98122,,-122.3023506576,47.6125372439,1ST CUP CAFFE,Routine Inspection/Field Review,25,Unsatisfactory,false,red,Proper hot holding temperatures (less than 130 degrees F ),25,PR0065279,DA1525727,IV0547876,
1ST CUP CAFFE,1ST CUP CAFFE,01/23/2006,Seating 0-12 - Risk Category III,1132 23RD AVE ,SEATTLE,98122,,-122.3023506576,47.6125372439,1ST CUP CAFFE,Consultation/Education - Field,0,Complete,false,,,0,PR0065279,DA1462176,,
1ST LUTHERAN,1ST LUTHERAN,06/03/2015,Non-Profit Institution - Risk Category I,10207 NE 183RD ST ,Bothell,98011,(206) 486-2314,-122.2034163713,47.7607441781,1ST LUTHERAN,Routine Inspection/Field Review,0,Satisfactory,false,,,0,PR0006005,DAMSX5NYF,,
212TH CHEVRON,212TH CHEVRON,10/01/2013,Seating 0-12 - Risk Category III,8315 S 212TH ST ,Kent,98032,(206) 283-4764,-122.2288157022,47.4116301242,212TH CHEVRON,Routine Inspection/Field Review,0,Satisfactory,false,,,0,PR0046920,DAMRCFUBK,,
1ST LUTHERAN,1ST LUTHERAN,03/17/2014,Non-Profit Institution - Risk Category I,10207 NE 183RD ST ,Bothell,98011,(206) 486-2314,-122.2034163713,47.7607441781,1ST LUTHERAN,Routine Inspection/Field Review,10,Unsatisfactory,false,red,"2500 - Toxic substances properly identified,...",10,PR0006005,DAZAY77ZS,IVRO6TDRP,
1ST LUTHERAN,1ST LUTHERAN,06/12/2013,Non-Profit Institution - Risk Category I,10207 NE 183RD ST ,Bothell,98011,(206) 486-2314,-122.2034163713,47.7607441781,1ST LUTHERAN,Routine Inspection/Field Review,10,Unsatisfactory,false,red,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0006005,DAZSPZFVG,IVFAMI7XR,
1ST LUTHERAN,1ST LUTHERAN,02/08/2012,Non-Profit Institution - Risk Category I,10207 NE 183RD ST ,Bothell,98011,(206) 486-2314,-122.2034163713,47.7607441781,1ST LUTHERAN,Routine Inspection/Field Review,0,Satisfactory,false,,,0,PR0006005,DA2305780,,
1ST LUTHERAN,1ST LUTHERAN,07/19/2011,Non-Profit Institution - Risk Category I,10207 NE 183RD ST ,Bothell,98011,(206) 486-2314,-122.2034163713,47.7607441781,1ST LUTHERAN,Routine Inspection/Field Review,0,Satisfactory,false,,,0,PR0006005,DA2242594,,
1ST LUTHERAN,1ST LUTHERAN,05/04/2010,Non-Profit Institution - Risk Category I,10207 NE 183RD ST ,Bothell,98011,(206) 486-2314,-122.2034163713,47.7607441781,1ST LUTHERAN,Routine Inspection/Field Review,0,Satisfactory,false,,,0,PR0006005,DA2102723,,
1ST LUTHERAN,1ST LUTHERAN,04/24/2009,Non-Profit Institution - Risk Category I,10207 NE 183RD ST ,Bothell,98011,(206) 486-2314,-122.2034163713,47.7607441781,1ST LUTHERAN,Routine Inspection/Field Review,0,Satisfactory,false,,,0,PR0006005,DA1977355,,
1ST LUTHERAN,1ST LUTHERAN,10/17/2008,Non-Profit Institution - Risk Category I,10207 NE 183RD ST ,Bothell,98011,(206) 486-2314,-122.2034163713,47.7607441781,1ST LUTHERAN,Routine Inspection/Field Review,0,Satisfactory,false,,,0,PR0006005,DA1913774,,
1ST LUTHERAN,1ST LUTHERAN,02/15/2007,Non-Profit Institution - Risk Category I,10207 NE 183RD ST ,Bothell,98011,(206) 486-2314,-122.2034163713,47.7607441781,1ST LUTHERAN,Routine Inspection/Field Review,0,Satisfactory,false,,,0,PR0006005,DA1651429,,
1ST LUTHERAN,1ST LUTHERAN,05/16/2006,Non-Profit Institution - Risk Category I,10207 NE 183RD ST ,Bothell,98011,(206) 486-2314,-122.2034163713,47.7607441781,1ST LUTHERAN,Routine Inspection/Field Review,0,Satisfactory,false,,,0,PR0006005,DA1531424,,
2 SISTERS ESPRESSO,2 SISTERS ESPRESSO,01/29/2016,Seating 0-12 - Risk Category II,35739 W VALLEY HWY ,ALGONA,98001,(360) 951-2307,-122.2594466412,47.2802449938,2 SISTERS ESPRESSO,Routine Inspection/Field Review,2,Satisfactory,false,blue,"4800 - Physical facilities properly installed,...",2,PR0067453,DAT22TGYW,IVCJZYNF6,
2 SISTERS ESPRESSO,2 SISTERS ESPRESSO,01/26/2015,Seating 0-12 - Risk Category II,35739 W VALLEY HWY ,ALGONA,98001,(360) 951-2307,-122.2594466412,47.2802449938,2 SISTERS ESPRESSO,Routine Inspection/Field Review,2,Satisfactory,false,blue,"4800 - Physical facilities properly installed,...",2,PR0067453,DADM7FA6W,IVLWBOQNY,
20 CON LLC DBA ALKI BEACH PUB,20 CON LLC DBA ALKI BEACH PUB,,Seating 51-150 - Risk Category III,2722 ALKI AVE SW ,Seattle,98116,,-122.4109070681,47.5788760202,,,,,,,,0,PR0044182,,,
206 BURGER CO,206 BURGER CO,10/16/2015,Seating 0-12 - Risk Category III,823 3RD AVE #106,SEATTLE,98104,(206) 467-4450,-122.3333676902,47.604591365,206 BURGER CO,Routine Inspection/Field Review,0,Satisfactory,false,,,0,PR0013241,DACTB1OJV,,
21 ACRES,21 ACRES,12/11/2013,Seating 0-12 - Risk Category III,13701 NE 171ST ST,WOODINVILLE,98072,,-122.157099067,47.7501670326,21 ACRES,Routine Inspection/Field Review,10,Unsatisfactory,false,red,0600 - Adequate handwashing facilities,10,PR0081806,DAWGYIVGD,IVADUYHUX,
21 ACRES,21 ACRES,09/14/2012,Seating 0-12 - Risk Category III,13701 NE 171ST ST,WOODINVILLE,98072,,-122.157099067,47.7501670326,21 ACRES,Routine Inspection/Field Review,0,Satisfactory,false,,,0,PR0081806,DA2374931,,
21 ACRES,21 ACRES,09/14/2012,Seating 0-12 - Risk Category III,13701 NE 171ST ST,WOODINVILLE,98072,,-122.157099067,47.7501670326,21 ACRES,Routine Inspection/Field Review,5,Satisfactory,false,blue,"4100 - Warewashing facilities properly installed,...",5,PR0081806,DA2371113,IV5908716,
21 ACRES,21 ACRES,12/29/2011,Seating 0-12 - Risk Category III,13701 NE 171ST ST,WOODINVILLE,98072,,-122.157099067,47.7501670326,21 ACRES,Routine Inspection/Field Review,0,Satisfactory,false,,,0,PR0081806,DA2293607,,
21 ACRES,21 ACRES,10/12/2011,Seating 0-12 - Risk Category III,13701 NE 171ST ST,WOODINVILLE,98072,,-122.157099067,47.7501670326,21 ACRES,Consultation/Education - Field,0,Complete,false,,,0,PR0081806,DA2294640,,
21 ACRES MARKET,21 ACRES MARKET,04/29/2016,Seating 0-12 - Risk Category III,13701 NE 171ST ST,WOODINVILLE,98072,(425) 481-1500,-122.15709552,47.75016748,21 ACRES MARKET,Routine Inspection/Field Review,0,Satisfactory,false,,,0,PR0082317,DAUAQHMVB,,
21 ACRES MARKET,21 ACRES MARKET,06/24/2015,Seating 0-12 - Risk Category III,13701 NE 171ST ST,WOODINVILLE,98072,(425) 481-1500,-122.15709552,47.75016748,21 ACRES MARKET,Routine Inspection/Field Review,15,Unsatisfactory,false,blue,"3400 - Wiping cloths properly used, stored, proper sanitizer",5,PR0082317,DA0WG9OJL,IVNIAV8JW,
21 ACRES MARKET,21 ACRES MARKET,06/24/2015,Seating 0-12 - Risk Category III,13701 NE 171ST ST,WOODINVILLE,98072,(425) 481-1500,-122.15709552,47.75016748,21 ACRES MARKET,Routine Inspection/Field Review,15,Unsatisfactory,false,red,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0082317,DA0WG9OJL,IV5L2IB8R,
21 ACRES MARKET,21 ACRES MARKET,10/31/2014,Seating 0-12 - Risk Category III,13701 NE 171ST ST,WOODINVILLE,98072,(425) 481-1500,-122.15709552,47.75016748,21 ACRES MARKET,Routine Inspection/Field Review,25,Unsatisfactory,false,red,1710 - Proper hot holding temperatures (less than130 degrees),25,PR0082317,DAHCY7HWJ,IV7ICKJOT,
21 ACRES MARKET,21 ACRES MARKET,12/12/2013,Seating 0-12 - Risk Category III,13701 NE 171ST ST,WOODINVILLE,98072,(425) 481-1500,-122.15709552,47.75016748,21 ACRES MARKET,Routine Inspection/Field Review,15,Unsatisfactory,false,red,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0082317,DANE3TW3E,IVWFV6REI,
21 ACRES MARKET,21 ACRES MARKET,12/12/2013,Seating 0-12 - Risk Category III,13701 NE 171ST ST,WOODINVILLE,98072,(425) 481-1500,-122.15709552,47.75016748,21 ACRES MARKET,Routine Inspection/Field Review,15,Unsatisfactory,false,red,2200 - Accurate thermometer provided and used ...,5,PR0082317,DANE3TW3E,IVSGAHRAU,
21 ACRES MARKET,21 ACRES MARKET,07/03/2013,Seating 0-12 - Risk Category III,13701 NE 171ST ST,WOODINVILLE,98072,(425) 481-1500,-122.15709552,47.75016748,21 ACRES MARKET,Routine Inspection/Field Review,5,Satisfactory,false,blue,"3300 - Potential food contamination prevented during delivery,  preparation, storage, display",5,PR0082317,DAENI6B27,IV0XZ862X,
21 ACRES MARKET,21 ACRES MARKET,09/14/2012,Seating 0-12 - Risk Category III,13701 NE 171ST ST,WOODINVILLE,98072,(425) 481-1500,-122.15709552,47.75016748,21 ACRES MARKET,Routine Inspection/Field Review,0,Satisfactory,false,,,0,PR0082317,DA2371112,,
21 ACRES MARKET,21 ACRES MARKET,09/14/2012,Seating 0-12 - Risk Category III,13701 NE 171ST ST,WOODINVILLE,98072,(425) 481-1500,-122.15709552,47.75016748,21 ACRES MARKET,Routine Inspection/Field Review,0,Satisfactory,false,,,0,PR0082317,DA2374853,,
212 TOKYO TERIYAKI,212 TOKYO TERIYAKI,05/13/2016,Seating 13-50 - Risk Category III,8463 S 212TH ST,KENT,98031,(253) 872-3669,-122.2272848728,47.4118659641,212 TOKYO TERIYAKI,Routine Inspection/Field Review,0,Satisfactory,false,,,0,PR0029045,DAYHHZPWB,,
212 TOKYO TERIYAKI,212 TOKYO TERIYAKI,11/03/2015,Seating 13-50 - Risk Category III,8463 S 212TH ST,KENT,98031,(253) 872-3669,-122.2272848728,47.4118659641,212 TOKYO TERIYAKI,Consultation/Education - Field,0,Complete,false,,,0,PR0029045,DAKSROOR3,,
212 TOKYO TERIYAKI,212 TOKYO TERIYAKI,10/27/2015,Seating 13-50 - Risk Category III,8463 S 212TH ST,KENT,98031,(253) 872-3669,-122.2272848728,47.4118659641,212 TOKYO TERIYAKI,Routine Inspection/Field Review,65,Unsatisfactory,false,blue,"4200 - Food-contact surfaces maintained, clean, sanitized",5,PR0029045,DALODHIDZ,IV0ECNJF8,
212 TOKYO TERIYAKI,212 TOKYO TERIYAKI,10/27/2015,Seating 13-50 - Risk Category III,8463 S 212TH ST,KENT,98031,(253) 872-3669,-122.2272848728,47.4118659641,212 TOKYO TERIYAKI,Routine Inspection/Field Review,65,Unsatisfactory,false,red,1600 - Proper cooling procedure,25,PR0029045,DALODHIDZ,IVCKBCQHV,
212 TOKYO TERIYAKI,212 TOKYO TERIYAKI,10/27/2015,Seating 13-50 - Risk Category III,8463 S 212TH ST,KENT,98031,(253) 872-3669,-122.2272848728,47.4118659641,212 TOKYO TERIYAKI,Routine Inspection/Field Review,65,Unsatisfactory,false,red,0600 - Adequate handwashing facilities,10,PR0029045,DALODHIDZ,IVARG0KH0,
212 TOKYO TERIYAKI,212 TOKYO TERIYAKI,10/27/2015,Seating 13-50 - Risk Category III,8463 S 212TH ST,KENT,98031,(253) 872-3669,-122.2272848728,47.4118659641,212 TOKYO TERIYAKI,Routine Inspection/Field Review,65,Unsatisfactory,false,red,1900 - No room temperature storage; proper use of time...,25,PR0029045,DALODHIDZ,IVP0JBWP1,
212TH CHEVRON,212TH CHEVRON,02/23/2016,Seating 0-12 - Risk Category III,8315 S 212TH ST ,Kent,98032,(206) 283-4764,-122.2288157022,47.4116301242,212TH CHEVRON,Routine Inspection/Field Review,0,Satisfactory,false,,,0,PR0046920,DAALG5VWY,,
212TH CHEVRON,212TH CHEVRON,09/03/2015,Seating 0-12 - Risk Category III,8315 S 212TH ST ,Kent,98032,(206) 283-4764,-122.2288157022,47.4116301242,212TH CHEVRON,Consultation/Education - Field,0,Complete,false,,,0,PR0046920,DAMUBSA9B,,
212TH CHEVRON,212TH CHEVRON,03/02/2015,Seating 0-12 - Risk Category III,8315 S 212TH ST ,Kent,98032,(206) 283-4764,-122.2288157022,47.4116301242,212TH CHEVRON,Routine Inspection/Field Review,25,Unsatisfactory,false,blue,2900 - Adequate equipment for temperature control,5,PR0046920,DAI6QTYEH,IVHWBQU5I,
212TH CHEVRON,212TH CHEVRON,03/02/2015,Seating 0-12 - Risk Category III,8315 S 212TH ST ,Kent,98032,(206) 283-4764,-122.2288157022,47.4116301242,212TH CHEVRON,Routine Inspection/Field Review,25,Unsatisfactory,false,red,"2500 - Toxic substances properly identified,...",10,PR0046920,DAI6QTYEH,IVKXKB1RS,
212TH CHEVRON,212TH CHEVRON,03/02/2015,Seating 0-12 - Risk Category III,8315 S 212TH ST ,Kent,98032,(206) 283-4764,-122.2288157022,47.4116301242,212TH CHEVRON,Routine Inspection/Field Review,25,Unsatisfactory,false,red,0900 - Proper washing of fruits and vegetables,10,PR0046920,DAI6QTYEH,IVKOSGBZQ,
212TH CHEVRON,212TH CHEVRON,10/07/2014,Seating 0-12 - Risk Category III,8315 S 212TH ST ,Kent,98032,(206) 283-4764,-122.2288157022,47.4116301242,212TH CHEVRON,Routine Inspection/Field Review,0,Satisfactory,false,,,0,PR0046920,DAHPHAB8L,,
212TH CHEVRON,212TH CHEVRON,04/08/2014,Seating 0-12 - Risk Category III,8315 S 212TH ST ,Kent,98032,(206) 283-4764,-122.2288157022,47.4116301242,212TH CHEVRON,Routine Inspection/Field Review,10,Satisfactory,false,blue,2900 - Adequate equipment for temperature control,5,PR0046920,DAAIISQDB,IVE00IPYU,
212TH CHEVRON,212TH CHEVRON,04/08/2014,Seating 0-12 - Risk Category III,8315 S 212TH ST ,Kent,98032,(206) 283-4764,-122.2288157022,47.4116301242,212TH CHEVRON,Routine Inspection/Field Review,10,Satisfactory,false,blue,"4100 - Warewashing facilities properly installed,...",5,PR0046920,DAAIISQDB,IVX8MX9HH,
212TH CHEVRON,212TH CHEVRON,04/26/2013,Seating 0-12 - Risk Category III,8315 S 212TH ST ,Kent,98032,(206) 283-4764,-122.2288157022,47.4116301242,212TH CHEVRON,Consultation/Education - Field,0,Complete,false,,,0,PR0046920,DA36Z3KSG,,
212TH CHEVRON,212TH CHEVRON,02/15/2013,Seating 0-12 - Risk Category III,8315 S 212TH ST ,Kent,98032,(206) 283-4764,-122.2288157022,47.4116301242,212TH CHEVRON,Routine Inspection/Field Review,25,Unsatisfactory,false,red,1710 - Proper hot holding temperatures (less than 130 degrees F ),25,PR0046920,DAKK6R6MG,IVZLMOIPD,
212TH CHEVRON,212TH CHEVRON,10/18/2012,Seating 0-12 - Risk Category III,8315 S 212TH ST ,Kent,98032,(206) 283-4764,-122.2288157022,47.4116301242,212TH CHEVRON,Routine Inspection/Field Review,55,Unsatisfactory,false,red,1600 - Proper cooling procedure,30,PR0046920,DA2381567,IV6064021,
212TH CHEVRON,212TH CHEVRON,10/18/2012,Seating 0-12 - Risk Category III,8315 S 212TH ST ,Kent,98032,(206) 283-4764,-122.2288157022,47.4116301242,212TH CHEVRON,Routine Inspection/Field Review,55,Unsatisfactory,false,red,1710 - Proper hot holding temperatures (less than 130 degrees F ),25,PR0046920,DA2381567,IV6064076,
212TH CHEVRON,212TH CHEVRON,04/24/2012,Seating 0-12 - Risk Category III,8315 S 212TH ST ,Kent,98032,(206) 283-4764,-122.2288157022,47.4116301242,212TH CHEVRON,Consultation/Education - Field,0,Complete,false,,,0,PR0046920,DA2327373,,
212TH CHEVRON,212TH CHEVRON,01/27/2012,Seating 0-12 - Risk Category III,8315 S 212TH ST ,Kent,98032,(206) 283-4764,-122.2288157022,47.4116301242,212TH CHEVRON,Routine Inspection/Field Review,45,Unsatisfactory,false,red,0900 - Proper washing of fruits and vegetables,10,PR0046920,DA2300761,IV4680980,
212TH CHEVRON,212TH CHEVRON,01/27/2012,Seating 0-12 - Risk Category III,8315 S 212TH ST ,Kent,98032,(206) 283-4764,-122.2288157022,47.4116301242,212TH CHEVRON,Routine Inspection/Field Review,45,Unsatisfactory,false,red,"2500 - Toxic substances properly identified,...",10,PR0046920,DA2300761,IV4680968,
212TH CHEVRON,212TH CHEVRON,01/27/2012,Seating 0-12 - Risk Category III,8315 S 212TH ST ,Kent,98032,(206) 283-4764,-122.2288157022,47.4116301242,212TH CHEVRON,Routine Inspection/Field Review,45,Unsatisfactory,false,red,2000 - Proper reheating procedures for hot holding,15,PR0046920,DA2300761,IV4680985,
212TH CHEVRON,212TH CHEVRON,01/27/2012,Seating 0-12 - Risk Category III,8315 S 212TH ST ,Kent,98032,(206) 283-4764,-122.2288157022,47.4116301242,212TH CHEVRON,Routine Inspection/Field Review,45,Unsatisfactory,false,red,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0046920,DA2300761,IV4680997,
212TH CHEVRON,212TH CHEVRON,10/12/2011,Seating 0-12 - Risk Category III,8315 S 212TH ST ,Kent,98032,(206) 283-4764,-122.2288157022,47.4116301242,212TH CHEVRON,Routine Inspection/Field Review,45,Unsatisfactory,false,red,0200 - Food Worker Cards current for all food...,5,PR0046920,DA2271016,IV4202927,
212TH CHEVRON,212TH CHEVRON,10/12/2011,Seating 0-12 - Risk Category III,8315 S 212TH ST ,Kent,98032,(206) 283-4764,-122.2288157022,47.4116301242,212TH CHEVRON,Routine Inspection/Field Review,45,Unsatisfactory,false,red,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0046920,DA2271016,IV4202908,
212TH CHEVRON,212TH CHEVRON,10/12/2011,Seating 0-12 - Risk Category III,8315 S 212TH ST ,Kent,98032,(206) 283-4764,-122.2288157022,47.4116301242,212TH CHEVRON,Routine Inspection/Field Review,45,Unsatisfactory,false,red,1600 - Proper cooling procedure,30,PR0046920,DA2271016,IV4202907,
212TH CHEVRON,212TH CHEVRON,04/08/2011,Seating 0-12 - Risk Category III,8315 S 212TH ST ,Kent,98032,(206) 283-4764,-122.2288157022,47.4116301242,212TH CHEVRON,Consultation/Education - Field,0,Complete,false,,,0,PR0046920,DA2209855,,
212TH CHEVRON,212TH CHEVRON,06/04/2010,Seating 0-12 - Risk Category III,8315 S 212TH ST ,Kent,98032,(206) 283-4764,-122.2288157022,47.4116301242,212TH CHEVRON,Routine Inspection/Field Review,5,Unsatisfactory,false,red,2120 - Proper cold holding temperatures ( 42 degrees F to 45 degrees F),5,PR0046920,DA2112325,IV2020683,
212TH CHEVRON,212TH CHEVRON,03/12/2010,Seating 0-12 - Risk Category III,8315 S 212TH ST ,Kent,98032,(206) 283-4764,-122.2288157022,47.4116301242,212TH CHEVRON,Routine Inspection/Field Review,32,Unsatisfactory,false,blue,3300 - Potential food contamination prevented during ...,5,PR0046920,DA2087389,IV1748095,
212TH CHEVRON,212TH CHEVRON,03/12/2010,Seating 0-12 - Risk Category III,8315 S 212TH ST ,Kent,98032,(206) 283-4764,-122.2288157022,47.4116301242,212TH CHEVRON,Routine Inspection/Field Review,32,Unsatisfactory,false,blue,"4800 - Physical facilities properly installed,...",2,PR0046920,DA2087389,IV1748096,
212TH CHEVRON,212TH CHEVRON,03/12/2010,Seating 0-12 - Risk Category III,8315 S 212TH ST ,Kent,98032,(206) 283-4764,-122.2288157022,47.4116301242,212TH CHEVRON,Routine Inspection/Field Review,32,Unsatisfactory,false,red,1710 - Proper hot holding temperatures (less than 130 degrees F ),25,PR0046920,DA2087389,IV1748094,
212TH CHEVRON,212TH CHEVRON,12/15/2009,Seating 0-12 - Risk Category III,8315 S 212TH ST ,Kent,98032,(206) 283-4764,-122.2288157022,47.4116301242,212TH CHEVRON,Routine Inspection/Field Review,20,Unsatisfactory,false,red,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0046920,DA2060311,IV1441257,
212TH CHEVRON,212TH CHEVRON,12/15/2009,Seating 0-12 - Risk Category III,8315 S 212TH ST ,Kent,98032,(206) 283-4764,-122.2288157022,47.4116301242,212TH CHEVRON,Routine Inspection/Field Review,20,Unsatisfactory,false,red,"1000 - Food in good condition, safe and unadulterat...",10,PR0046920,DA2060311,IV1441275,
CHERRY STREET COFFEE HOUSE,CHERRY STREET COFFEE HOUSE,,Seating 51-150 - Risk Category III,103 CHERRY ST,Seattle,98104,,-122.3337811547,47.6025263583,,,,,,,,0,PR0085591,,,
212TH CHEVRON,212TH CHEVRON,08/25/2009,Seating 0-12 - Risk Category III,8315 S 212TH ST ,Kent,98032,(206) 283-4764,-122.2288157022,47.4116301242,212TH CHEVRON,Consultation/Education - Field,0,Complete,false,,,0,PR0046920,DA2022197,,
212TH CHEVRON,212TH CHEVRON,04/07/2009,Seating 0-12 - Risk Category III,8315 S 212TH ST ,Kent,98032,(206) 283-4764,-122.2288157022,47.4116301242,212TH CHEVRON,Routine Inspection/Field Review,5,Satisfactory,false,blue,"3100 - Proper labeling, signage",5,PR0046920,DA1969648,IV0755376,
212TH CHEVRON,212TH CHEVRON,09/02/2008,Seating 0-12 - Risk Category III,8315 S 212TH ST ,Kent,98032,(206) 283-4764,-122.2288157022,47.4116301242,212TH CHEVRON,Routine Inspection/Field Review,0,Satisfactory,false,,,0,PR0046920,DA1889262,,
212TH CHEVRON,212TH CHEVRON,04/22/2008,Seating 0-12 - Risk Category III,8315 S 212TH ST ,Kent,98032,(206) 283-4764,-122.2288157022,47.4116301242,212TH CHEVRON,Consultation/Education - Field,0,Complete,false,,,0,PR0046920,DA1834131,,
