BusinessName,DBAName,LegalOwner,NameLast,NameFirst,LICENSENO,ISSDTTM,EXPDTTM,LICSTATUS,LICENSECAT,DESCRIPT,RESULT,RESULTDTTM,Violation,ViolLevel,ViolDesc,VIOLDTTM,ViolStatus,StatusDate,Comments,Address,City,State,Zip,Property_ID,Location
Erie Pub,,STENSON JOHN P TS,IRISH PUB INC,,18026,12/19/2011 11:29:24 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Filed,07/31/2007 11:48:11 AM,37-6-201.11,*,Walls/Ceilings Designed Constructed Installed,08/02/2007 08:41:08 AM,Fail,,ceiling tile stained.,791   Adams ST,Dorchester,MA,02124,975,"(42.28316, -71.05602)"
NEW YORK FRIED CHICKEN & PIZZA,,AYAZ A. SHAH,AYAZ A. SHAH,,23286,05/02/2012 11:48:20 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,09/18/2009 11:27:22 AM,17-4-204.112/.115,*,Equipment Thermometers,09/22/2009 08:06:31 AM,Pass,2009-09-22 08:06:31,No thermometer inside of 3 door cooler. Provide. No thermometer inside of walk-in cooler. Provide.,531   Columbia RD,Dorchester,MA,02125,156840,"(42.315432, -71.06626)"
Barcelona Restaurant,,,Phorzhiemer,Andy,126674,12/11/2014 09:01:26 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Pass,10/07/2015 01:22:36 PM,23-4-602.13,*,Non-Food Contact Surfaces Clean,10/07/2015 01:22:36 PM,Pass,2015-10-07 15:34:00,Interior of reach in unit soiled.Maintain clean,525   Tremont ST,Boston,MA,02116,344153,"(42.344859, -71.070789)"
BUKHARA INDIAN BISTRO,,BRUCE THERESA,AMRIK SINGH PABLA,,21016,01/12/2012 03:33:18 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,05/29/2014 02:21:07 PM,08-3-305-307.11,*,Food Protection,05/29/2014 02:21:07 PM,Fail,,Provide covers for food in storage in walk in refrigerator and reach in.,701   Centre ST,Jamaica Plain,MA,02130,28172,"(42.31159, -71.11461)"
Panera Bread,,,Boston Bread LLc,Attn: Lori Engel,26330,01/18/2012 04:43:59 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Pass,05/01/2008 09:43:37 AM,M-2-103.11,***,PIC Performing Duties,05/05/2008 09:45:48 AM,Pass,2008-05-05 09:45:48,Review procedures for operating when hot and cold running water is temporarily disabled,200   High ST,Boston,Ma,02110,,
DRAGON CHEF CHINESE REST.,,,RU BANG CHEN PRES.,,21347,02/06/2012 10:55:13 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_FailExt,05/28/2015 12:32:38 PM,42-5-203.13,*,Mop Sink not Provided,05/28/2015 12:32:38 PM,Fail,,provide properly enclosed mop sink,411  Washington St,Brighton,MA,02135,156051,"(42.349266, -71.15532)"
Prime Shoppe,,,Touarsi,Benemar,28544,02/08/2012 04:33:52 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,07/06/2010 10:03:27 AM,21-3-304.14,*,Wiping Cloths  Clean  Sanitize,07/06/2010 10:03:27 AM,Fail,,Provide proper stage of wiping cloths,104-112   Faneuil Hall Mkt,Boston,Ma,02109,,
NEW YORK FRIED CHICKEN & PIZZA,,AYAZ A. SHAH,AYAZ A. SHAH,,23286,05/02/2012 11:48:20 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,09/18/2009 11:27:22 AM,14-4-202.11,*,Food Contact Surfaces Design,09/22/2009 08:06:31 AM,Pass,2009-09-22 08:06:31,Coffee cups being used to dispense flour. Discontinue and use handeled scoops.,531   Columbia RD,Dorchester,MA,02125,156840,"(42.315432, -71.06626)"
DUNKIN DONUTS(STATION DONUTS),,,VICTORIANO SANTOS,,21146,02/13/2012 10:13:09 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,02/07/2008 02:04:43 PM,15-4-202.16,*,Non-Food Contact Surfaces,02/08/2008 07:57:06 AM,Fail,,Repair sugar sure short or provide a guard along Side to prevent. excess spillage.,4610   Washington ST,Roslindale,MA,02131,157298,"(42.275401, -71.139268)"
CAFE ESPLANADE,,,Pamela Bardhi,,91465,07/02/2013 08:38:33 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,06/26/2015 10:27:45 AM,08-3-302.11/3-304.11,***,Separation  Segregation Cross Contamination,06/26/2015 10:27:45 AM,Pass,2015-06-26 15:40:09,Raw shell eggs stored above ready to eat product.Maintain proper storage to avoid cross contamination,0   David G Mugar WY,Boston,MA,02108,46576,"(42.355594, -71.074207)"
Brighams & Womens Hospital - Tower Cafe,,AU BON PAIN CO  INC. #508 (LAURA),Langill BWH CFSD,Susan,18544,02/08/2012 05:33:24 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Pass,02/01/2008 11:08:04 AM,08-3-305-307.11,*,Food Protection,02/05/2008 09:57:50 AM,Pass,2008-02-05 09:57:50,Use of cloth towel to line food pan(eggs-cwn7).Cranberry sauce not covered out in cafe for self service.,75   FRANCIS ST,Boston,MA,02115,158148,"(42.336106, -71.10748)"
Peggy O'Neil's Pub & Grille,,LIMERICK CO INC,LIMERICK CO INC,,19097,12/13/2011 03:15:33 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Pass,11/28/2008 02:14:27 PM,14-4-202.11,*,Food Contact Surfaces Design,12/01/2008 08:18:14 AM,Pass,2008-12-01 08:18:14,Sponges being used in to pre-scrape dishes. Discontinue to ensure no contamination from sponge.,1310   DORCHESTER  AV,DORCHESTER,MA,02122,,
No.  7 RESTAURANT,,,HUANG FAMILY INC.,REN XIANGHUANG  PRES.,25414,02/08/2012 04:32:36 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,05/13/2008 01:26:51 PM,08-3-302.15,*,Washing fruits and veg's.,05/13/2008 03:19:08 PM,Fail,,completely sanitize sink between use @ vegetable sink and ware wash,225   Grove ST,West Roxbury,MA,02132,156965,"(42.261873, -71.15741)"
The Gallows,,,Henry's Delicatessen L L C,,68121,01/17/2012 04:30:41 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_NotReq,12/30/2013 12:00:00 AM,,,,,,,,1395   Washington ST,Roxbury,MA,02118,171075,"(42.34137, -71.070211)"
Dunkin Donuts,,ONE HUNDRED CAMBRIDGE STREET,DN Donuts Inc.,Danny Haddad,26507,01/11/2012 11:22:31 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,12/10/2013 10:37:29 AM,M-2-102.11,***,PIC Knowledge,12/10/2013 10:37:29 AM,Fail,,No proof of Allergen Awareness certification,100   Cambridge ST,Boston,MA,02114,25222,"(42.360584, -71.062109)"
Back Bay Social Club,,DHANDA 867 BOYLSTON ST LPS,c/o Lyons Group,,68305,02/08/2012 07:50:46 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Pass,11/03/2014 09:28:33 AM,36-6-501.11-.12,*,Improper Maintenance of Floors,11/03/2014 09:28:33 AM,Pass,2014-11-03 09:42:33,Clean all floors and floor drains.,867   Boylston ST,Boston,MA,02116,18414,"(42.34874, -71.083445)"
Happy Garden,,,Brighton Ventures Inc.,,24662,01/31/2012 01:17:53 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,01/06/2015 12:03:38 PM,06-3-501.13,*,PHF's Properly Thawed,01/06/2015 12:03:38 PM,Fail,,Chicken and shrimp are thawing in stagnant water.  Propery thaw items.,377   Washington ST,Brighton,MA,02135,156389,"(42.349291, -71.15428)"
J J Foley's Cafe,,FOLEY JEREMIAH,J J Foley's Cafe,Inc.,27092,01/31/2012 06:21:48 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,12/11/2014 04:52:26 PM,14-4-202.11,*,Food Contact Surfaces Design,12/11/2014 04:52:26 PM,Fail,,resurface/replace all worn white cutting boards,117   EAST BERKELEY,BOSTON,MA,02118,,
Dosa Factory,,,Pabla,Jaswiner,138037,01/21/2015 11:05:29 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Hearing,07/10/2015 02:40:39 PM,08-3-305-307.11,*,Food Protection,07/10/2015 02:40:39 PM,Pass,2015-07-10 15:40:49,Lower storage cluttered and soiled.Maintain products in a clean and dry area.,316   Newbury ST,Boston,MA,02115,168065,"(42.34862, -71.085413)"
A K's Take Out & Delivery,,BOUKOUVALAS ATHENA TS,Saini,Jasbir,28531,12/20/2011 02:29:52 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,08/26/2008 10:27:17 AM,23-4-602.13,*,Non-Food Contact Surfaces Clean,08/26/2008 03:28:31 PM,Fail,,clean dust from tops of all reach in units clean top of pizza unit clean interior/exterior of all front line reach in units front line/clean all silver shelving,1427   Tremont ST,Mission Hill,MA,02120,136818,"(42.331858, -71.096333)"
MCKENNA'S CAFE,,KENNETH OSHEROW  PRES.,KENNETH OSHEROW PRES.,,23628,12/28/2011 09:11:33 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,09/14/2011 11:58:27 AM,M-2-103.11,***,PIC Performing Duties,09/14/2011 11:58:27 AM,Fail,,Management not over seeing employees in proper cooling methods and proper cooling practices. Only one par time employee who is food saftey certified. Only one part time certified person on site. Provide at least one full time or 2 part time employees who are certified. Provide documentation of enrollment  for re-inspection.,109   Savin Hill AV,Dorchester,MA,02125,156864,"(42.311515, -71.05382)"
Tavern Club,,TAVERN CLUB INC.,TAVERN CLUB INC.,,18117,02/14/2012 09:18:43 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_FailExt,07/01/2014 08:04:54 AM,24-4-903.11,*,Clean Equipment & Utensils Storage,07/01/2014 08:04:54 AM,Fail,,Food utensils stored in drawers with tools. Remove tools. Clean / sanitize utensils.,4   Boylston PL,Boston,MA,02116,156405,"(42.351901, -71.066169)"
Bar Medallo,,ISABELLA DOMINIC F,Hugo Arango,,75169,12/13/2011 03:09:51 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Filed,10/03/2014 06:14:31 PM,17-4-302.14,*,Test Kit Provided,10/03/2014 06:14:31 PM,Fail,,Provide test kit for sanitizer.,411   Chelsea ST,East Boston,MA,02128,30551,"(42.379899, -71.026814)"
WAI WAI ICE CREAM SHOP,,WONG SHU YING TRSTS,HUI,DAVID,24990,01/06/2012 09:20:52 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,07/17/2007 03:35:39 PM,15-4-202.16,*,Non-Food Contact Surfaces,07/17/2007 03:57:56 PM,Fail,,Reseal peeling paint en the ice cream unit,26   Oxford ST,Boston,MA,02111,106209,"(42.35168, -71.06027)"
A K's Take Out & Delivery,,BOUKOUVALAS ATHENA TS,Saini,Jasbir,28531,12/20/2011 02:29:52 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,02/19/2009 10:46:57 AM,33-5-501.13-.17,*,Adequate Number  Frequency Vermin Proof,02/19/2009 03:32:37 PM,Fail,,basement/provide covers to waste receptacles,1427   Tremont ST,Mission Hill,MA,02120,136818,"(42.331858, -71.096333)"
Durgin Park Restaurant,,,Weinstein,Michael,24748,02/13/2012 11:17:17 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,12/30/2013 10:09:57 AM,31-5-204/05.11,***,Location  Accessible,12/30/2013 10:09:57 AM,Pass,2013-12-30 15:38:48,Pitcher in hand sink basin (Corrected on site).,300  Faneuil Hall Marketplace,Boston,MA,02109,341035,"(42.360036, -71.056253)"
FLOUR BAKERY & CAFE,,,JOANNE CHANG,,21518,01/26/2012 03:07:20 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,01/11/2012 12:52:01 PM,32-6-301.11-02.11,*,Hand Cleaner  Drying  Tissue Signage,01/11/2012 12:52:01 PM,Pass,2012-01-12 09:08:47,handsink/provide employee must wash hands signage,1595   Washington ST,Roxbury,MA,02114,157458,"(42.338323, -71.07488)"
COPLEY PLAZA HOTEL,,DALEY,DALEY,JAMES,18878,02/21/2012 10:53:44 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,06/29/2007 02:58:46 PM,15-4-202.16,*,Non-Food Contact Surfaces,09/14/2007 03:11:38 PM,Fail,,,138   ST JAMES  AV,BOSTON,MA,02116,,
NEW YORK FRIED CHICKEN & PIZZA,,AYAZ A. SHAH,AYAZ A. SHAH,,23286,05/02/2012 11:48:20 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,04/14/2009 02:10:24 PM,21-3-304.14,*,Wiping Cloths  Clean  Sanitize,04/15/2009 08:15:33 AM,Fail,,Soiled wiping cloths left out on counter. Discontinue and use proper sanitizing solution.,531   Columbia RD,Dorchester,MA,02125,156840,"(42.315432, -71.06626)"
NEW YORK FRIED CHICKEN & PIZZA,,AYAZ A. SHAH,AYAZ A. SHAH,,23286,05/02/2012 11:48:20 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,07/22/2015 12:19:07 PM,37-6-501.11-.12,*,Improper Maintenance of Walls/Ceilings,07/22/2015 12:19:07 PM,Fail,,Grease trap rusty  repair.,531   Columbia RD,Dorchester,MA,02125,156840,"(42.315432, -71.06626)"
Daily Catch,,RICCIO GERALDO TS,CALAMARI FISHERIES INC.,,18578,02/15/2012 01:09:29 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_FailExt,05/06/2015 11:03:52 AM,01-3-203.12,**,Tags & Records,05/06/2015 11:03:52 AM,Pass,2015-05-08 08:00:39,Keep tags for all shellfish on site for at least 90 days [ chronological order ],319   Hanover ST,Boston,MA,02113,69107,"(42.36408, -71.05395)"
Uno Chicago Grill,,SPENCER AARONN D,UNO RESTAURANTS,LLC  LEGAL DEPARTMENT,18958,01/09/2012 03:53:57 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,06/12/2009 12:19:13 PM,15-4-202.16,*,Non-Food Contact Surfaces,06/12/2009 03:30:53 PM,Fail,,The basement walk in containing salad dressings and dough is operating between 41 and 45 degrees F.  The unit may have been in a defrost mode.  However  management should monitor the unit and confirm with BISD that the unit is maintaining an internal temperature of 41 degrees F or below.,727   Boylston ST,Boston,MA,02116,18385,"(42.349589, -71.080292)"
Anshur Restauruant,,REARDON THOMAS B,Anshur,Abdullah F.,31241,02/08/2012 03:13:24 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,05/06/2011 11:57:09 AM,37-6-501.11-.12,*,Improper Maintenance of Walls/Ceilings,05/06/2011 11:57:09 AM,Fail,,Repair exposed ceiling.,291   Roxbury ST,Roxbury,MA,02119,119179,"(42.33041, -71.0943)"
Prime Shoppe,,,Touarsi,Benemar,28544,02/08/2012 04:33:52 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,09/03/2014 10:03:39 AM,20-4-703.11,***,Food Contact Surfaces Clean,09/03/2014 10:03:39 AM,Fail,,cutting boards and pans not being properly washed   rinsed and sanitized. Ensure proper wash rinse and sanitizing,104-112   Faneuil Hall Mkt,Boston,Ma,02109,,
Fenmore American Bistro,,,Buckminster Restaurant Group L L C,,86937,07/29/2013 08:50:28 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Pass,06/12/2015 01:22:58 PM,02-3-602.11-.12/3-302.12,*,Food Container Labels,06/12/2015 01:22:58 PM,Pass,2015-06-12 15:48:30,Bulk food bins without labeling. Provide proper labeling.,645   Beacon ST,Boston,MA,02215,161922,"(42.348363, -71.097697)"
West Napoli Pizza,,VRATTOS SOCRATES TS,BARDHI,SOKOL,21409,06/06/2012 03:38:02 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,05/21/2009 11:40:12 AM,37-6-501.11-.12,*,Improper Maintenance of Walls/Ceilings,05/21/2009 03:33:08 PM,Fail,,clean fan inside and out to removell dust and soil,1946  Centre St,West Roxbury,MA,02132,27764,"(42.28358, -71.15676)"
Uno Chicago Grill,,NICOLE E. ADAMS,NICOLE E. ADAMS,,18961,01/09/2012 03:57:09 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,11/28/2014 02:14:37 PM,36-6-501.11-.12,*,Improper Maintenance of Floors,11/28/2014 02:14:37 PM,Fail,,Floor soiled inside cleaning supply room. Clean properly.,1   Brookline AV,Boston,MA,02215,157196,"(42.34842, -71.097471)"
The Corner Tavern,,BACON DOUGLAS F TS,DOUGLAS BACON PRES.,,19829,12/15/2011 11:23:57 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Pass,11/22/2010 02:36:19 PM,29-5-201/02.11,*,Installed and Maintained,11/22/2010 02:36:19 PM,Pass,2010-11-23 08:12:01,repair leak at  base of handsink,421   Marlborough ST,Boston,MA,02115,91385,"(42.35014, -71.08944)"
Minina's Cafe,,ROSA JOSE TS,Jose Rosa,,74391,02/01/2012 01:10:59 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,06/29/2011 02:18:02 PM,23-4-602.13,*,Non-Food Contact Surfaces Clean,06/29/2011 02:18:02 PM,Fail,,Interior of bulk food containers visibly soiled and with cacked on foods. Clean to remove. Lower shelf of preparation table visibly soiled. Clean to remove.,430   Geneva AV,Dorchester,MA,02122,63341,"(42.30059, -71.06637)"
Nicholas Sub & Pizza Shop,,NICHOLAS MARKOPOULOS,Kourtelidis,Nicholas,33364,01/17/2012 03:37:47 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Hearing,09/02/2015 02:27:30 PM,04-3-501.15/4-301.11,*,Inadequate Facilities/Cooling Methods,09/02/2015 02:27:30 PM,Fail,,1 reach in units 55-60F.Repair.PIC states it will remain out of service until repair is complete.,600   Hyde Park AV,Roslindale,MA,02131,156517,"(42.280027, -71.118658)"
Guckenheimer @ B.R.E. @ Blue Glass Cafe,,ONE HUNDRED & 200 CLARENDON,Guckenheimer Services LLC,Attn: Accounting Manager,22383,01/10/2012 12:41:15 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,01/27/2014 10:37:46 AM,M-8-103.12,***,Conformance w/ Approved Procedures,01/27/2014 10:37:46 AM,Fail,,provide training on proper method of testing sushi rice update haccp binder,200   Clarendon ST,Boston,MA,02116,33209,"(42.34921, -71.07513)"
Dudley Sq. Grill,,,Saini,Jasbir S.,138433,08/21/2015 02:00:41 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,12/18/2014 11:21:14 AM,36-6-501.11-.12,*,Improper Maintenance of Floors,12/18/2014 11:21:14 AM,Fail,,seal bare kitchen floor in cellar...,152   Dudley ST,Roxbury,MA,02119,340711,"(42.328865, -71.083212)"
No.  7 RESTAURANT,,,HUANG FAMILY INC.,REN XIANGHUANG  PRES.,25414,02/08/2012 04:32:36 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,05/27/2008 01:19:54 PM,08-3-302.15,*,Washing fruits and veg's.,05/27/2008 03:43:45 PM,Pass,2008-05-27 15:43:45,completely sanitize sink between use @ vegetable sink and ware wash,225   Grove ST,West Roxbury,MA,02132,156965,"(42.261873, -71.15741)"
JOHN B. HYNES VET. MEM. CTR.,,MASSACHUSETTS CONVENTION,Levy Premium Foodservice Ltd.,Mitch Phelps,68081,12/13/2011 04:12:44 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Pass,08/16/2013 11:15:18 AM,,,,,,,,880   Boylston ST,Boston,MA,02116,18415,"(42.34753, -71.08411)"
DAYIB CAFE,,ABDULLAH FARAH ANSHUR,ABDULLAH FARAH ANSHUR,,22700,02/13/2012 12:56:03 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,08/21/2014 10:46:57 AM,37-6-501.11-.12,*,Improper Maintenance of Walls/Ceilings,08/21/2014 10:46:57 AM,Fail,,clean all ceiling fan covers...clean walls and door in kitchen.....clean encrusted hood and filters....hood cleaning sticker is expired 2013  provide hood cleaning from a certified company....clean ceiling throughout...clean attached grease encrusted pipes....replace defective baseboard covemolding...provide a rear screen door or door shall remain shut...degrease entire kitchen....clean wall mounted exhaust fan and loovers interior and exterior....,722   Shawmut AV,Roxbury,MA,02119,157649,"(42.332783, -71.083221)"
COPLEY PLAZA HOTEL,,DALEY,DALEY,JAMES,18878,02/21/2012 10:53:44 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,07/29/2015 10:15:22 AM,32-6-301.11-02.11,*,Hand Cleaner  Drying  Tissue Signage,07/29/2015 10:15:22 AM,Fail,,main bar handsink/provide proper liquid pump soap room service/provide employee must wash hands signage,138   ST JAMES  AV,BOSTON,MA,02116,,
MCKENNA'S CAFE,,KENNETH OSHEROW  PRES.,KENNETH OSHEROW PRES.,,23628,12/28/2011 09:11:33 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_TSOP,01/16/2008 09:04:25 AM,M-2-201.11/.14 .15,***,Non-Compliance w/Employee Health Policy,01/17/2008 02:54:02 PM,Fail,,No illness policy developed by CFPM. Provide in accordance with regulations. Train staff. Handout provided.,109   Savin Hill AV,Dorchester,MA,02125,156864,"(42.311515, -71.05382)"
The Corner Tavern,,BACON DOUGLAS F TS,DOUGLAS BACON PRES.,,19829,12/15/2011 11:23:57 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,11/03/2009 02:05:02 PM,16-4-501.11/.15,*,Dishwashng Facilities,11/03/2009 02:05:02 PM,Fail,,Neither the bar's glass machine  nor the kitchen's dish machine were properly sanitizing at the start of the inspection.  The establishment had just opened.  No customers had been serviced prior to BISD's arrival.  BISD and the staff were able to replace the empty sanitizing container and properly prime the kitchen's dish machine before the inspection was completed.  The bar's dish machine was not properly primed before the end of the inspection.  The bar's dish machine must be serviced/repaired before it can be utilized.  All bar wares must we washed within the dish machine until the bar machine has been repaired.,421   Marlborough ST,Boston,MA,02115,91385,"(42.35014, -71.08944)"
Masona Grill,,JOF REALTY LLC,Masona Inc.,,28939,01/18/2012 05:50:35 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Pass,10/05/2015 02:37:58 PM,15-4-202.16,*,Non-Food Contact Surfaces,10/05/2015 02:37:58 PM,Pass,2015-10-06 08:47:36,Clean cloth curtains at the entrance to the kitchen. Visibly soiled.,2  Corey St,West Roxbury,MA,02132,42766,"(42.28468, -71.15523)"
Durgin Park Restaurant,,,Weinstein,Michael,24748,02/13/2012 11:17:17 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Hearing,09/07/2012 11:14:11 AM,16-4-501.11/.15,*,Dishwashng Facilities,09/07/2012 11:14:11 AM,Fail,,Information on low temp dishmachine indicates machine is a high temp.,300  Faneuil Hall Marketplace,Boston,MA,02109,341035,"(42.360036, -71.056253)"
Dot 2 Dot Cafe,,BERTUCCI JOHN E TRST,Henry-Garrett,Karen,28291,01/24/2012 09:58:41 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,08/08/2014 10:16:45 AM,14-4-202.11,*,Food Contact Surfaces Design,08/08/2014 10:16:45 AM,Fail,,Sponges observed at the 3 bay sink. Discontibue use.,1735   Dorchester AV,Dorchester,MA,02124,48397,"(42.29105, -71.06302)"
Prime Shoppe,,,Touarsi,Benemar,28544,02/08/2012 04:33:52 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,03/27/2009 10:42:20 AM,23-4-602.13,*,Non-Food Contact Surfaces Clean,03/30/2009 07:38:52 AM,Fail,,Clean and refinish rusted shelving in walk in.,104-112   Faneuil Hall Mkt,Boston,Ma,02109,,
Erie Pub,,STENSON JOHN P TS,IRISH PUB INC,,18026,12/19/2011 11:29:24 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Pass,02/10/2010 02:06:24 PM,,,,,,,,791   Adams ST,Dorchester,MA,02124,975,"(42.28316, -71.05602)"
Pueblo Viejo,,STELLA JAMES S,Pupuseria & Mexican Grill Inc. II,Marvin B. Jimenez,143374,08/04/2015 09:30:05 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,07/27/2015 01:48:03 PM,,,,,,,,309   Bennington ST,East Boston,MA,02128,14712,"(42.378888, -71.027796)"
DRAGON CHEF CHINESE REST.,,,RU BANG CHEN PRES.,,21347,02/06/2012 10:55:13 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,09/25/2013 07:43:02 PM,,,,,,,,411  Washington St,Brighton,MA,02135,156051,"(42.349266, -71.15532)"
FLOUR BAKERY & CAFE,,,JOANNE CHANG,,21518,01/26/2012 03:07:20 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,05/23/2008 12:07:07 PM,42-6-501.113/.114,*,Premises Maintained,05/27/2008 08:18:11 AM,Pass,2008-05-27 08:18:11,ice machine/remove items on top of unit,1595   Washington ST,Roxbury,MA,02114,157458,"(42.338323, -71.07488)"
Double Tree Club Hotel,,BOSTON REDEVELOPMENT AUTH,C.J. WASHINGTON STREET L.L.C.,,21472,03/09/2012 11:17:16 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Hearing,03/24/2015 01:34:37 PM,36-6-501.11-.12,*,Improper Maintenance of Floors,03/24/2015 01:34:37 PM,Fail,,Clean floor  under & behind all equipment,821    Washington ST,BOSTON,MA,02116,,
The Upper Crust,,PESIRIDIS THEODORE TRST,Shenefield,Shawn,90116,03/25/2013 02:37:01 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Hearing,04/08/2014 10:52:24 AM,39-6-304.11,*,Rooms and Equipment Vented,04/08/2014 10:52:24 AM,Pass,2014-04-08 15:21:29,side restroom/repair exhaust fan,683   Tremont ST,Roxbury,MA,02118,137919,"(42.34156, -71.07662)"
Durgin Park Restaurant,,,Weinstein,Michael,24748,02/13/2012 11:17:17 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,08/31/2011 12:55:29 PM,36-6-201.11,*,Floors Designed Constructed Installed,08/31/2011 12:55:29 PM,Fail,,clean floor area throughout laundry room floor including both locker rooms andf storage area,300  Faneuil Hall Marketplace,Boston,MA,02109,341035,"(42.360036, -71.056253)"
Uno Chicago Grill,,SPENCER AARONN D,UNO RESTAURANTS,LLC  LEGAL DEPARTMENT,18958,01/09/2012 03:53:57 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,04/27/2012 11:53:05 AM,29-5-201/02.11,*,Installed and Maintained,04/27/2012 11:53:05 AM,Pass,2012-04-27 15:21:29,Hot water faucet at handsink leaking  repair.,727   Boylston ST,Boston,MA,02116,18385,"(42.349589, -71.080292)"
