Establishment ID,Name,Address 1,Address 2,City,Zip,Inspection Date,Inspection Results,Food from Approved Source (C),Food Protected from Contamination (C),Ill Workers Restricted (C),Proper Hand Washing (C),Cooling Time and Temperature (C),Cold Holding Temperature (C),Hot Holding Temperature (C),Cooking Time and Temperature (C),Reheating Time and Temperature (C),Hot and Cold Running Water Provided (C),Proper Sewage Disposal (C),Toxic Substances & Pesticides,Rodent and Insects,Nutritional Labeling,Trans Fat Ban,No-Smoking Sign Posted,Inspection Type,Owner,Category,Type,Latitude,Longitude,Location
20112,SUBWAY,11331 GEORGIA AVE,,WHEATON,20906,07/18/2014,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,HARI CORPORATION,Restaurant,Food,39.0411,-77.0512,"(39.0411, -77.0512)"
20112,SUBWAY,11331 GEORGIA AVE,,WHEATON,20906,05/29/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,HARI CORPORATION,Restaurant,Food,39.0411,-77.0512,"(39.0411, -77.0512)"
26893,SEOUL FOOD DC,2514 W. UNIVERSITY BLVD,,SILVER SPRING,20902,06/03/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,SEOUL FOOD LLC,Restaurant,Food,39.0412,-77.0523,"(39.0412, -77.0523)"
27645,SIENA'S RESTAURANT,12303 TWINBROOK PK,,ROCKVILLE,20852,03/15/2016,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,SADAF INC,Restaurant,Food,39.0584,-77.1195,"(39.0584, -77.1195)"
1262,IHOP,"2526 UNIVERSITY BLVD., W.",,WHEATON,20902,12/30/2014,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,"MOORE HOSPITALITY, INC.",Restaurant,Food,39.0409,-77.0528,"(39.0409, -77.0528)"
22208,ETHIOPIA PLUS GROCERY STORE,11303 GEORGIA AVE.,,SILVER SPRING,20902,06/12/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Food Complaint,METASBYA MENGESHA,Restaurant,Food,39.0404,-77.051,"(39.0404, -77.051)"
28707,MCDONALDS-BRIGGS CHANEY,13800 OUTLET DR,,SILVER SPRING,20904,03/16/2016,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Food Complaint,"GME BROGGS CHANEY, LLC",Restaurant,Food,39.0828,-76.9473,"(39.0828, -76.9473)"
28517,YUMMY IN MY TUMMY,11252 GEORGIA AVE,,SILVER SPRING,20902,02/19/2016,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,,SANDINO LLC,Restaurant,Food,39.04,-77.0517,"(39.04, -77.0517)"
24197,LA BAGUETTE DE PARIS,2229 UNIVERSITY BLVD WEST,,SILVER SPRING,20902,05/28/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,EDWARD SOKVARY,,Food,39.0418,-77.0487,"(39.0418, -77.0487)"
470,CHI CENTERS,10501 NEW HAMPSHIRE AVE.,,SILVER SPRING,20903,03/16/2016,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Monitoring,"CHI CENTERS, INC.",Private School,Food,39.0276,-76.9811,"(39.0276, -76.9811)"
18291,LEGEND'S BILLIARDS & CAF�,11317 ELKIN ST.,,WHEATON,20902,09/17/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"MEGA 112, INC.",Restaurant,Food,39.0409,-77.0501,"(39.0409, -77.0501)"
98,AMERICAN LEGION  #268,11225 FERN ST.,,WHEATON,20902,10/22/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,AMERICAN LEGION WHEATON POST 268,Restaurant,Food,39.0399,-77.0493,"(39.0399, -77.0493)"
2169,RUAN THAI,11407 AMHERST AVE.,,WHEATON,20902,05/07/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,KRISANA SUCHOTINUNT/RUAN,Restaurant,Food,39.0417,-77.0476,"(39.0417, -77.0476)"
26785,WHEATON EXXON,11310 GEORGIA AVE,,SILVER SPRING,20902,11/18/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,GBMB INC,Market,Food,39.0411,-77.0519,"(39.0411, -77.0519)"
22365,REN'S RAMEN,11403 AMHERST AVE,,SILVER SPRING,20902,02/27/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,"NAKAMURA, LLC.",Restaurant,Food,39.0417,-77.0476,"(39.0417, -77.0476)"
18073,TEXAS PARRILLADA,9631 LOST KNIFE RD.,,GAITHERSBURG,20866,03/15/2016,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,SONIA M. BATRES,Restaurant,Food,39.1533,-77.1991,"(39.1533, -77.1991)"
29109,ERFA ALE ETHIOPIAN RESTAURANT,2310-2316 PRICE AVE,,SILVER SPRING,20902,07/02/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,ERTA ALE ENTERPRISES LLC,Restaurant,Food,39.04,-77.0503,"(39.04, -77.0503)"
11646,SUBWAY #21797,11160 VEIRS MILL RD.,,WHEATON,20902,05/29/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,"RANA SUBWAY, LLC",,Food,39.037,-77.0539,"(39.037, -77.0539)"
22148,7-ELEVEN #34366,11406 GEORGIA AVE.,,SILVER SPRING,20902,10/30/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"MEREKATO GEBEYA, INC.",Market,Food,39.0419,-77.0522,"(39.0419, -77.0522)"
18933,RUBY TUESDAY #4894,11160 VEIRS MILL RD.,,WHEATON,20902,08/06/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Food Complaint,"RUBY TUESDAY, INC.",Restaurant,Food,39.037,-77.0539,"(39.037, -77.0539)"
27800,CINNABON,11160 VEIRS MILL RD,,SILVER SPRING,20902,09/09/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,MILABON 3 LLC,Restaurant,Food,39.037,-77.0539,"(39.037, -77.0539)"
28453,DASH IN #877 - WHEATON SHELL SERVICE,11448 GEORGIA AVE,,SILVER SPRING,20902,07/28/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,JASON JANG,Market,Food,39.0428,-77.0525,"(39.0428, -77.0525)"
20727,KISS & RIDE,11175 GEORGIA AVE.,SUITE B,SILVER SPRING,20902,12/19/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,EUNJA YOON,Market,Food,39.0381,-77.0502,"(39.0381, -77.0502)"
27452,CHIPOTLE MEXICAN GRILL #2055,11160 VEIRS MILL RD,SPACE P208C,SILVER SPRING,20902,09/08/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,CHOPOTLE MEXICAN GRILL OF COLORADO LLC,Restaurant,Food,39.037,-77.0539,"(39.037, -77.0539)"
22235,EL POLLO RICO,"2517 UNIVERSITY BLVD., W.",,SILVER SPRING,20902,06/12/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"SOLANO FAMILY RESTAURANT, LLC",Restaurant,Food,39.0415,-77.0527,"(39.0415, -77.0527)"
1012,GENERAL NUTRITION CENTER #0627,11160 VEIRS MILL RD.,,WHEATON,20902,11/26/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,GENERAL NUTRITION CORPORATION,Market,Food,39.037,-77.0539,"(39.037, -77.0539)"
28283,DENIZENS BREWING COMPANY,1115 EAST WEST HWY,,SILVER SPRING,20910,12/10/2014,Critical Violations Corrected,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,CITIZEN BREWING LLC DBA DENIZENS BREWING COMPANY,Restaurant,Food,38.9886,-77.0272,"(38.9886, -77.0272)"
26654,AUNTIE ANNE'S (H10),11160 VEIRS MILL RD,,SILVER SPRING,20902,11/17/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,WT PRETZEL LLC,Market,Food,39.037,-77.0539,"(39.037, -77.0539)"
24250,POLLO CAMPERO,11420 GEORGIA AVE,,SILVER SPRING,20902,03/17/2015,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,POLLO CAMPERO OF MARYLAND LLC,Restaurant,Food,39.0426,-77.0523,"(39.0426, -77.0523)"
28822,J MART,11160 VEIRS MILL RD,,WHEATON,20902,03/09/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"VATS, INC",Market,Food,39.037,-77.0539,"(39.037, -77.0539)"
18030,CHIPOTLE MEXICAN GRILL #0447,12060 CHERRY HILL RD.,,SILVER SPRING,20904,03/15/2016,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Food Complaint,CHIPOTLE MEXICAN GRILL,Restaurant,Food,39.0555,-76.9549,"(39.0555, -76.9549)"
17250,SUPER CHICKEN,2531 ENNALLS AVE.,,WHEATON,20902,11/19/2014,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"STRATUS INTERNATIONAL, INC.",Restaurant,Food,39.0401,-77.0537,"(39.0401, -77.0537)"
2445,TACO BELL #5328,1100 ROCKVILLE PK.,,ROCKVILLE,20852,03/17/2016,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"TACO BELL OF AMERICA, LLC",Restaurant,Food,39.072,-77.1324,"(39.072, -77.1324)"
1178,HOLY CROSS HOSPITAL,1500 FOREST GLEN RD.,,SILVER SPRING,20910,12/01/2014,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,HOLY CROSS HOSPITAL,Hospital,Food,39.0147,-77.0354,"(39.0147, -77.0354)"
28168,ITALIAN DELIGHT PIZZERIA,11160 VEIRS MILL RD,,SILVER SPRING,20902,09/12/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,RD WHEATON PLAZA LLC,Restaurant,Food,39.037,-77.0539,"(39.037, -77.0539)"
28082,EL CATRACHITO RESTAURANT,"2408 UNIVERSITY BLVD., W.",,SILVER SPRING,20902,08/21/2014,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,EL CATRACHITO RESTAURANT LLC,Restaurant,Food,39.0413,-77.0508,"(39.0413, -77.0508)"
28082,EL CATRACHITO RESTAURANT,"2408 UNIVERSITY BLVD., W.",,SILVER SPRING,20902,04/16/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,EL CATRACHITO RESTAURANT LLC,Restaurant,Food,39.0413,-77.0508,"(39.0413, -77.0508)"
20125,EL POLLO KIKI RIKI,2533 ENNALLS AVE,,WHEATON,20902,10/15/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,DH POLLO RICO INC,Restaurant,Food,39.04,-77.0537,"(39.04, -77.0537)"
20854,HOLLYWOOD EAST CAF�,11160 VEIRS MILL RD.,136,SILVER SPRING,20902,11/25/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"FOUR KINGS ENTERPRISES, INC.",,Food,39.037,-77.0539,"(39.037, -77.0539)"
1178,HOLY CROSS HOSPITAL,1500 FOREST GLEN RD.,,SILVER SPRING,20910,01/16/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Monitoring w/Complaint Investigation,HOLY CROSS HOSPITAL,Hospital,Food,39.0147,-77.0354,"(39.0147, -77.0354)"
2386,SUBURBAN HOSPITAL,8600 OLD GEORGETOWN RD.,,BETHESDA,20814,03/17/2016,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Monitoring,"SODEXO  MANAGEMENT, INC.",Hospital,Food,38.9974,-77.1104,"(38.9974, -77.1104)"
2956,SARKU JAPAN @ WHEATON PLAZA,11160 VEIRS MILL RD,FC#05,WHEATON,20902,10/14/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Pre-Opening - Environmental,SAR WHITE MARSH FOOD INC. D/B/A SARKU JAPAN,,Food,39.037,-77.0539,"(39.037, -77.0539)"
28565,MI LA CAY,2409 UNIVERSITY BLVD W,,SILVER SPRING,20902,07/23/2015,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Complaint Invest w/Comprehensive,MJEJ CORP,Restaurant,Food,39.042,-77.0506,"(39.042, -77.0506)"
28168,ITALIAN DELIGHT PIZZERIA,11160 VEIRS MILL RD,,SILVER SPRING,20902,06/09/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Reinspection,RD WHEATON PLAZA LLC,Restaurant,Food,39.037,-77.0539,"(39.037, -77.0539)"
27696,JO-ANN FABRIC AND CRAFT STORES #2382,11160 VEIRS MILL RD,#180,SILVER SPRING,20902,12/15/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,JO-ANN STORES LLC,Market,Food,39.0353,-77.0553,"(39.0353, -77.0553)"
22259,HOT TOPIC #609,11160 VIERS MILL RD.  148,,SILVER SPRING,20902,12/29/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"HOT TOPIC, INC.",Market,Food,39.0369,-77.0546,"(39.0369, -77.0546)"
23526,RUBY THAI KITCHEN,11160 VEIRS MILL RD. STE FC03,,WHEATON,20902,02/11/2015,Facility Closed,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Other,"RUBY THAI WHHEATON, LLC.",Restaurant,Food,39.037,-77.0539,"(39.037, -77.0539)"
28063,BUMP 'N GRIND,1200 EAST WEST HWY,,SILVER SPRING,20910,02/12/2015,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,BUMP 'N GRIND LLC,Restaurant,Food,38.9902,-77.03,"(38.9902, -77.03)"
28168,ITALIAN DELIGHT PIZZERIA,11160 VEIRS MILL RD,,SILVER SPRING,20902,02/12/2015,Critical Violations Corrected,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,RD WHEATON PLAZA LLC,Restaurant,Food,39.037,-77.0539,"(39.037, -77.0539)"
22246,CHICKEN BASKET,11435 GEORGIA AVE.,,SILVER SPRING,20902,03/24/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,"KACHING, LLC.",Restaurant,Food,39.0426,-77.0516,"(39.0426, -77.0516)"
1178,HOLY CROSS HOSPITAL,1500 FOREST GLEN RD.,,SILVER SPRING,20910,03/08/2016,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Monitoring,HOLY CROSS HOSPITAL,Hospital,Food,39.0147,-77.0354,"(39.0147, -77.0354)"
28049,SPENCER GIFTS,11160 VEIRS MILL RD,,SILVER SPRING,20902,12/29/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,SPENCER GIFTS LLC,Market,Food,39.037,-77.0539,"(39.037, -77.0539)"
17337,GLENWOOD REC. CLUB POOL SNACK BAR,10010 GARDINER AVE.,,SILVER SPRING,20902,05/13/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,GLENWOOD RECREATION CLUB,Snack Bar,Food,39.0191,-77.052,"(39.0191, -77.052)"
28168,ITALIAN DELIGHT PIZZERIA,11160 VEIRS MILL RD,,SILVER SPRING,20902,02/26/2016,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,RD WHEATON PLAZA LLC,Restaurant,Food,39.037,-77.0539,"(39.037, -77.0539)"
23526,RUBY THAI KITCHEN,11160 VEIRS MILL RD. STE FC03,,WHEATON,20902,02/26/2016,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"RUBY THAI WHHEATON, LLC.",Restaurant,Food,39.037,-77.0539,"(39.037, -77.0539)"
22211,CHARLEY'S PHILLY STEAKS,11160 VEIRS MILL RD. FC-2,,SILVER SPRING,20902,04/07/2015,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,JKL WHEATON LLC,Restaurant,Food,39.037,-77.0539,"(39.037, -77.0539)"
1178,HOLY CROSS HOSPITAL,1500 FOREST GLEN RD.,,SILVER SPRING,20910,09/11/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Monitoring,HOLY CROSS HOSPITAL,Hospital,Food,39.0147,-77.0354,"(39.0147, -77.0354)"
28283,DENIZENS BREWING COMPANY,1115 EAST WEST HWY,,SILVER SPRING,20910,08/20/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Reinspection,CITIZEN BREWING LLC DBA DENIZENS BREWING COMPANY,Restaurant,Food,38.9886,-77.0272,"(38.9886, -77.0272)"
23526,RUBY THAI KITCHEN,11160 VEIRS MILL RD. STE FC03,,WHEATON,20902,03/09/2016,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Reinspection,"RUBY THAI WHHEATON, LLC.",Restaurant,Food,39.037,-77.0539,"(39.037, -77.0539)"
22713,PAPA JOHN'S PIZZA #3994,1133-C EAST WEST HWY.,,SILVER SPRING,20910,04/13/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,C/O BUSINESS LICENSES LLC,Restaurant,Food,38.9896,-77.028,"(38.9896, -77.028)"
28406,PANDA EXPRESS,11160 VEIRS MILL RD #P-207A,,SILVER SPRING,20902,01/16/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,PANDA EXPRESS,Restaurant,Food,39.037,-77.0539,"(39.037, -77.0539)"
23526,RUBY THAI KITCHEN,11160 VEIRS MILL RD. STE FC03,,WHEATON,20902,02/12/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,"RUBY THAI WHHEATON, LLC.",Restaurant,Food,39.037,-77.0539,"(39.037, -77.0539)"
27495,EL TACO LOCO,2515 UNIVERSITY BLVD W,,SILVER SPRING,20902,04/02/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,G MONEY ENTERPRISE,Restaurant,Food,39.0415,-77.0526,"(39.0415, -77.0526)"
